"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180326040",200,33419,"矩形坯",26,40.222,2,"2018-03-26 03:03:17","2018-03-26 03:03:17"
"RK20180326041",200,33419,"矩形坯",26,40.082,2,"2018-03-26 03:04:14","2018-03-26 03:04:14"
"RK20180324184",2197,3109,"热卷",3,42.861,2,"2018-03-26 03:04:28","2018-03-26 03:04:28"
"RK20180326042",200,33419,"矩形坯",26,40.25,2,"2018-03-26 03:06:50","2018-03-26 03:06:50"
"RK20180324183",2197,3109,"热卷",1,15.113,2,"2018-03-26 03:07:09","2018-03-26 03:07:09"
"RK20180324137",194,379,"花纹卷",2,29.295,2,"2018-03-26 03:07:54","2018-03-26 03:07:54"
"RK20180326043",200,33419,"矩形坯",26,40.152,2,"2018-03-26 03:07:55","2018-03-26 03:07:55"
"RK20180324146",192,379,"花纹卷",1,14.623,2,"2018-03-26 03:09:15","2018-03-26 03:09:15"
"RK20180326044",200,33419,"矩形坯",30,46.508,2,"2018-03-26 03:10:06","2018-03-26 03:10:06"
"RK20180326045",200,33419,"矩形坯",30,46.396,2,"2018-03-26 03:11:14","2018-03-26 03:11:14"
"RK20180324133",194,379,"花纹卷",1,14.574,2,"2018-03-26 03:11:16","2018-03-26 03:11:16"
"RK20180326046",200,33419,"矩形坯",26,40.236,2,"2018-03-26 03:12:12","2018-03-26 03:12:12"
"RK20180324204",297,379,"花纹卷",2,29.288,2,"2018-03-26 03:12:19","2018-03-26 03:12:19"
"RK20180324193",1542,379,"花纹卷",1,14.896,2,"2018-03-26 03:14:51","2018-03-26 03:14:51"
"RK20180324194",1542,379,"花纹卷",2,30.744,2,"2018-03-26 03:18:48","2018-03-26 03:18:48"
"RK20180324135",194,379,"花纹卷",1,14.798,2,"2018-03-26 03:20:13","2018-03-26 03:20:13"
"RK20180326047",200,33419,"矩形坯",30,46.368,2,"2018-03-26 05:09:50","2018-03-26 05:09:50"
"RK20180326048",200,33419,"矩形坯",30,46.382,2,"2018-03-26 05:11:03","2018-03-26 05:11:03"
"RK20180326049",200,33419,"矩形坯",26,40.18,2,"2018-03-26 05:12:18","2018-03-26 05:12:18"
"RK20180326050",200,33419,"矩形坯",26,40.32,2,"2018-03-26 05:16:37","2018-03-26 05:16:37"
"RK20180326051",200,33419,"矩形坯",30,46.452,2,"2018-03-26 05:18:33","2018-03-26 05:18:33"
"RK20180326052",200,33419,"矩形坯",30,46.214,2,"2018-03-26 05:20:14","2018-03-26 05:20:14"
"RK20180326053",200,33419,"矩形坯",30,46.48,2,"2018-03-26 05:21:15","2018-03-26 05:21:15"
"RK20180326054",200,33419,"矩形坯",26,40.026,2,"2018-03-26 05:22:23","2018-03-26 05:22:23"
"RK20180326055",1640,33441,"不锈钢冷卷",7,37.7657,2,"2018-03-26 05:25:12","2018-03-26 05:25:12"
"RK20180326056",200,33419,"矩形坯",30,46.536,2,"2018-03-26 05:29:44","2018-03-26 05:29:44"
"RK20180326057",200,33419,"矩形坯",30,46.242,2,"2018-03-26 05:30:59","2018-03-26 05:30:59"
"RK20180326058",200,33419,"矩形坯",30,46.354,2,"2018-03-26 05:32:04","2018-03-26 05:32:04"
"RK20180326059",501,3128,"螺纹钢",20,46.2,2,"2018-03-26 05:32:10","2018-03-26 05:32:10"
"RK20180326060",501,3128,"螺纹钢",17,39.2,2,"2018-03-26 05:33:18","2018-03-26 05:33:18"
"RK20180326061",200,33419,"矩形坯",30,46.34,2,"2018-03-26 05:33:20","2018-03-26 05:33:20"
"RK20180326063",200,33419,"矩形坯",30,46.592,2,"2018-03-26 05:34:31","2018-03-26 05:34:31"
"RK20180326064",501,3128,"螺纹钢",17,39.2,2,"2018-03-26 05:34:44","2018-03-26 05:34:44"
"RK20180326065",501,36,"盘螺",24,33.6,2,"2018-03-26 05:35:39","2018-03-26 05:35:39"
"RK20180326066",200,33419,"矩形坯",26,40.544,2,"2018-03-26 05:35:49","2018-03-26 05:35:49"
"RK20180326067",501,36,"盘螺",24,33.6,2,"2018-03-26 05:36:32","2018-03-26 05:36:32"
"RK20180326068",200,33419,"矩形坯",26,40.18,2,"2018-03-26 05:36:40","2018-03-26 05:36:40"
"RK20180326069",200,33419,"矩形坯",26,40.222,2,"2018-03-26 05:37:25","2018-03-26 05:37:25"
"RK20180326070",200,33419,"矩形坯",30,46.41,2,"2018-03-26 05:38:16","2018-03-26 05:38:16"
"RK20180326071",200,33419,"矩形坯",30,46.298,2,"2018-03-26 05:39:07","2018-03-26 05:39:07"
"RK20180326072",200,33419,"矩形坯",26,40.39,2,"2018-03-26 05:39:58","2018-03-26 05:39:58"
"RK20180326073",1640,33441,"不锈钢冷卷",8,34.4904,2,"2018-03-26 06:24:59","2018-03-26 06:24:59"
"RK20180326090",501,36,"盘螺",24,33.6,2,"2018-03-26 06:51:47","2018-03-26 06:51:47"
"RK20180326093",501,36,"盘螺",24,33.6,2,"2018-03-26 06:53:15","2018-03-26 06:53:15"
"RK20180326097",501,36,"盘螺",24,33.6,2,"2018-03-26 06:55:17","2018-03-26 06:55:17"
"RK20180326099",501,36,"盘螺",24,33.6,2,"2018-03-26 06:56:25","2018-03-26 06:56:25"
"RK20180326113",2122,310,"等边角钢",15,42.3948,2,"2018-03-26 07:27:02","2018-03-26 07:27:02"
"RK20180326114",501,3128,"螺纹钢",17,39.2,2,"2018-03-26 07:27:36","2018-03-26 07:27:36"
"RK20180326115",501,3128,"螺纹钢",17,39.2,2,"2018-03-26 07:28:15","2018-03-26 07:28:15"
"RK20180326116",501,3128,"螺纹钢",17,39.2,2,"2018-03-26 07:28:45","2018-03-26 07:28:45"
"RK20180326118",952,316,"H型钢",9,39.0096,2,"2018-03-26 07:30:56","2018-03-26 07:30:56"
"RK20180326119",200,33419,"矩形坯",30,46.186,2,"2018-03-26 07:31:01","2018-03-26 07:31:01"
"RK20180326120",952,316,"H型钢",9,39.0096,2,"2018-03-26 07:32:20","2018-03-26 07:32:20"
"RK20180326121",200,33419,"矩形坯",30,46.34,2,"2018-03-26 07:32:49","2018-03-26 07:32:49"
"RK20180326122",952,316,"H型钢",12,42.336,2,"2018-03-26 07:33:44","2018-03-26 07:33:44"
"RK20180326123",200,33419,"矩形坯",30,46.382,2,"2018-03-26 07:34:13","2018-03-26 07:34:13"
"RK20180326124",1474,372,"普碳中板",9,12.3592,2,"2018-03-26 07:41:29","2018-03-26 07:41:29"
"RK20180326124",1474,376,"低合金中板",18,35.5306,2,"2018-03-26 07:41:29","2018-03-26 07:41:29"
"RK20180326125",501,36,"盘螺",24,33.6,2,"2018-03-26 07:42:36","2018-03-26 07:42:36"
"RK20180326126",501,36,"盘螺",24,33.6,2,"2018-03-26 07:43:14","2018-03-26 07:43:14"
"RK20180326127",200,33419,"矩形坯",30,46.76,2,"2018-03-26 07:43:38","2018-03-26 07:43:38"
"RK20180326128",200,33419,"矩形坯",26,40.11,2,"2018-03-26 07:44:20","2018-03-26 07:44:20"
"RK20180326129",200,33419,"矩形坯",26,39.984,2,"2018-03-26 07:45:10","2018-03-26 07:45:10"
"RK20180326130",501,3128,"螺纹钢",17,39.2,2,"2018-03-26 07:46:21","2018-03-26 07:46:21"
"RK20180326131",501,36,"盘螺",24,33.6,2,"2018-03-26 07:48:08","2018-03-26 07:48:08"
"RK20180326132",501,36,"盘螺",24,33.6,2,"2018-03-26 07:48:50","2018-03-26 07:48:50"
"RK20180326133",1474,372,"普碳中板",7,13.6465,2,"2018-03-26 07:52:13","2018-03-26 07:52:13"
"RK20180326133",1474,376,"低合金中板",20,31.234,2,"2018-03-26 07:52:13","2018-03-26 07:52:13"
"RK20180326134",2121,376,"低合金中板",9,21.2268,2,"2018-03-26 07:53:49","2018-03-26 07:53:49"
"RK20180326134",2121,372,"普碳中板",4,15.1697,2,"2018-03-26 07:53:49","2018-03-26 07:53:49"
"RK20180326135",2121,372,"普碳中板",1,2.0216,2,"2018-03-26 07:54:59","2018-03-26 07:54:59"
"RK20180326135",2121,33386,"普碳中厚板",6,30.1259,2,"2018-03-26 07:54:59","2018-03-26 07:54:59"
"RK20180326135",2121,376,"低合金中板",1,3.6631,2,"2018-03-26 07:54:59","2018-03-26 07:54:59"
"RK20180326136",1474,372,"普碳中板",6,7.4578,2,"2018-03-26 07:57:05","2018-03-26 07:57:05"
"RK20180326136",1474,376,"低合金中板",18,30.8707,2,"2018-03-26 07:57:05","2018-03-26 07:57:05"
"RK20180326137",1474,376,"低合金中板",20,40.1324,2,"2018-03-26 07:58:59","2018-03-26 07:58:59"
"RK20180326138",2121,33414,"低合金中厚板",6,21.2702,2,"2018-03-26 08:00:20","2018-03-26 08:00:20"
"RK20180326138",2121,372,"普碳中板",4,5.39,2,"2018-03-26 08:00:20","2018-03-26 08:00:20"
"RK20180326138",2121,376,"低合金中板",5,12.4278,2,"2018-03-26 08:00:20","2018-03-26 08:00:20"
"RK20180326139",1400,372,"普碳中板",13,36.6562,2,"2018-03-26 08:01:32","2018-03-26 08:01:32"
"RK20180326140",1400,372,"普碳中板",13,36.3034,2,"2018-03-26 08:02:45","2018-03-26 08:02:45"
"RK20180326141",501,36,"盘螺",24,33.6,2,"2018-03-26 08:03:24","2018-03-26 08:03:24"
"RK20180326142",501,36,"盘螺",24,33.6,2,"2018-03-26 08:04:03","2018-03-26 08:04:03"
"RK20180326143",501,36,"盘螺",24,33.6,2,"2018-03-26 08:04:34","2018-03-26 08:04:34"
"RK20180326144",501,36,"盘螺",24,33.6,2,"2018-03-26 08:05:07","2018-03-26 08:05:07"
"RK20180326145",501,36,"盘螺",24,33.6,2,"2018-03-26 08:06:01","2018-03-26 08:06:01"
"RK20180326146",501,36,"盘螺",24,33.6,2,"2018-03-26 08:07:12","2018-03-26 08:07:12"
"RK20180326147",501,36,"盘螺",24,33.6,2,"2018-03-26 08:08:07","2018-03-26 08:08:07"
"RK20180326148",501,36,"盘螺",24,33.6,2,"2018-03-26 08:08:50","2018-03-26 08:08:50"
"RK20180326149",501,36,"盘螺",24,33.6,2,"2018-03-26 08:10:02","2018-03-26 08:10:02"
"RK20180326150",501,36,"盘螺",24,33.6,2,"2018-03-26 08:10:47","2018-03-26 08:10:47"
"RK20180326151",501,36,"盘螺",24,33.6,2,"2018-03-26 08:11:28","2018-03-26 08:11:28"
"RK20180326152",1598,33320,"镀铝锌卷",5,36.834,2,"2018-03-26 08:14:22","2018-03-26 08:14:22"
"RK20180326440",1241,33320,"镀铝锌卷",4,29.652,2,"2018-03-26 08:14:22","2018-03-26 08:14:22"
"RK20180326389",2397,3120,"酸洗卷",3,19.481,2,"2018-03-26 08:14:22","2018-03-26 08:14:22"
"RK20180326154",702,33419,"矩形坯",46,57.82,2,"2018-03-26 08:20:25","2018-03-26 08:20:25"
"RK20180326155",502,33419,"矩形坯",46,57.82,2,"2018-03-26 08:21:26","2018-03-26 08:21:26"
"RK20180326157",200,33419,"矩形坯",26,39.928,2,"2018-03-26 08:24:13","2018-03-26 08:24:13"
"RK20180326158",200,33419,"矩形坯",30,46.284,2,"2018-03-26 08:24:42","2018-03-26 08:24:42"
"RK20180326159",200,33419,"矩形坯",30,46.466,2,"2018-03-26 08:25:25","2018-03-26 08:25:25"
"RK20180326160",200,33419,"矩形坯",30,46.06,2,"2018-03-26 08:29:46","2018-03-26 08:29:46"
"RK20180326161",200,33419,"矩形坯",30,46.55,2,"2018-03-26 08:31:10","2018-03-26 08:31:10"
"RK20180326162",200,33419,"矩形坯",26,40.474,2,"2018-03-26 08:32:32","2018-03-26 08:32:32"
"RK20180326163",200,33419,"矩形坯",26,40.558,2,"2018-03-26 08:33:23","2018-03-26 08:33:23"
"RK20180326164",200,33419,"矩形坯",30,46.592,2,"2018-03-26 08:34:06","2018-03-26 08:34:06"
"RK20180326165",200,33419,"矩形坯",30,45.906,2,"2018-03-26 08:34:53","2018-03-26 08:34:53"
"RK20180326166",1905,3109,"热卷",2,22.666,2,"2018-03-26 08:44:28","2018-03-26 08:44:28"
"RK20180326167",193,379,"花纹卷",1,16.87,2,"2018-03-26 08:54:19","2018-03-26 08:54:19"
"RK20180326175",702,33419,"矩形坯",46,57.9579,2,"2018-03-26 09:23:06","2018-03-26 09:23:06"
"RK20180326176",502,33419,"矩形坯",46,57.9579,2,"2018-03-26 09:25:01","2018-03-26 09:25:01"
"RK20180326178",702,33419,"矩形坯",46,57.9572,2,"2018-03-26 09:28:30","2018-03-26 09:28:30"
"RK20180326179",502,33419,"矩形坯",46,57.9572,2,"2018-03-26 09:29:38","2018-03-26 09:29:38"
"RK20180326182",702,33419,"矩形坯",46,57.1711,2,"2018-03-26 09:35:20","2018-03-26 09:35:20"
"RK20180326184",502,33419,"矩形坯",46,57.1711,2,"2018-03-26 09:36:08","2018-03-26 09:36:08"
"RK20180326189",583,3109,"热卷",1,11.872,2,"2018-03-26 09:55:42","2018-03-26 09:55:42"
"RK20180326196",1400,33419,"矩形坯",34,42.252,2,"2018-03-26 10:09:07","2018-03-26 10:09:07"
"RK20180326197",1400,33419,"矩形坯",34,42.378,2,"2018-03-26 10:09:36","2018-03-26 10:09:36"
"RK20180326198",1400,33419,"矩形坯",30,37.324,2,"2018-03-26 10:10:09","2018-03-26 10:10:09"
"RK20180326199",1400,33419,"矩形坯",30,37.534,2,"2018-03-26 10:10:38","2018-03-26 10:10:38"
"RK20180326200",1400,33419,"矩形坯",34,42.658,2,"2018-03-26 10:11:05","2018-03-26 10:11:05"
"RK20180326202",1400,33419,"矩形坯",30,37.548,2,"2018-03-26 10:11:39","2018-03-26 10:11:39"
"RK20180326203",1400,33419,"矩形坯",34,42.364,2,"2018-03-26 10:12:07","2018-03-26 10:12:07"
"RK20180326205",1400,33419,"矩形坯",34,42.854,2,"2018-03-26 10:12:42","2018-03-26 10:12:42"
"RK20180326239",1400,33419,"矩形坯",30,37.758,2,"2018-03-26 10:13:21","2018-03-26 10:13:21"
"RK20180326240",1400,33419,"矩形坯",30,37.73,2,"2018-03-26 10:13:51","2018-03-26 10:13:51"
"RK20180326241",200,33419,"矩形坯",26,40.278,2,"2018-03-26 10:14:21","2018-03-26 10:14:21"
"RK20180326242",200,33419,"矩形坯",26,40.124,2,"2018-03-26 10:14:53","2018-03-26 10:14:53"
"RK20180326243",200,33419,"矩形坯",30,46.144,2,"2018-03-26 10:15:25","2018-03-26 10:15:25"
"RK20180326244",200,33419,"矩形坯",26,39.97,2,"2018-03-26 10:15:54","2018-03-26 10:15:54"
"RK20180326245",1737,372,"普碳中板",31,52.5714,2,"2018-03-26 10:16:26","2018-03-26 10:16:26"
"RK20180326293",1590,3105,"低合金卷",2,26.432,2,"2018-03-26 10:33:43","2018-03-26 10:33:43"
"RK20180326297",292,3109,"热卷",40,300.2545,2,"2018-03-26 10:37:22","2018-03-26 10:37:22"
"RK20180326297",292,3105,"低合金卷",10,198.9435,2,"2018-03-26 10:37:22","2018-03-26 10:37:22"
"RK20180326337",2489,323,"无缝管",71,31.3173,2,"2018-03-26 11:07:40","2018-03-26 11:08:42"
"RK20180326339",2149,33320,"镀铝锌卷",5,21.707,2,"2018-03-26 11:09:19","2018-03-26 11:09:19"
"RK20180324112",1400,3109,"热卷",7,44.639,2,"2018-03-26 11:13:33","2018-03-26 11:13:33"
"RK20180324181",2197,3109,"热卷",3,40.635,2,"2018-03-26 11:17:47","2018-03-26 11:17:47"
"RK20180324198",297,379,"花纹卷",2,27.741,2,"2018-03-26 11:21:33","2018-03-26 11:21:33"
"RK20180324188",1542,379,"花纹卷",1,12.698,2,"2018-03-26 11:22:43","2018-03-26 11:22:43"
"RK20180326346",1201,3115,"冷卷",1,8.26,2,"2018-03-26 11:24:02","2018-03-26 11:24:02"
"RK20180326352",701,33320,"镀铝锌卷",7,29.281,2,"2018-03-26 11:31:21","2018-03-26 11:31:21"
"RK20180326353",410,3115,"冷卷",1,5.936,2,"2018-03-26 11:33:57","2018-03-26 11:33:57"
"RK20180326356",701,33320,"镀铝锌卷",51,126.791,2,"2018-03-26 11:36:36","2018-03-26 11:36:36"
"RK20180326358",364,3115,"冷卷",1,5.082,2,"2018-03-26 11:43:47","2018-03-26 11:43:47"
"RK20180326358",364,3114,"冷板",2,7.91,2,"2018-03-26 11:43:47","2018-03-26 11:43:47"
"RK20180326357",250,3115,"冷卷",2,10.087,2,"2018-03-26 11:44:07","2018-03-26 11:44:07"
"RK20180326362",1901,3115,"冷卷",1,3.955,2,"2018-03-26 11:45:05","2018-03-26 11:45:05"
"RK20180326365",948,3105,"低合金卷",1,21.2905,2,"2018-03-26 11:48:03","2018-03-26 11:48:03"
"RK20180326367",2213,316,"H型钢",11,40.7484,2,"2018-03-26 11:51:22","2018-03-26 11:51:22"
"RK20180326374",193,3114,"冷板",3,11.011,2,"2018-03-26 12:09:49","2018-03-26 12:09:49"
"RK20180326376",193,3105,"低合金卷",4,23.884,2,"2018-03-26 12:10:56","2018-03-26 12:10:56"
"RK20180326379",427,3115,"冷卷",5,19.733,2,"2018-03-26 12:12:02","2018-03-26 12:12:02"
"RK20180326377",1737,382,"开平板",15,9.765,2,"2018-03-26 12:12:07","2018-03-26 12:12:07"
"RK20180326377",1737,33321,"板头",1,0,2,"2018-03-26 12:12:07","2018-03-26 12:12:07"
"RK20180326377",1737,33446,"板尾",1,0.126,2,"2018-03-26 12:12:07","2018-03-26 12:12:07"
"RK20180326380",193,3105,"低合金卷",1,5.964,2,"2018-03-26 12:19:41","2018-03-26 12:19:41"
"RK20180326387",471,3114,"冷板",2,7.462,2,"2018-03-26 12:54:43","2018-03-26 12:54:43"
"RK20180326392",364,3115,"冷卷",2,11.48,2,"2018-03-26 13:03:58","2018-03-26 13:03:58"
"RK20180326394",1474,323,"无缝管",50,25.5738,2,"2018-03-26 13:08:12","2018-03-26 13:09:37"
"RK20180326396",1474,376,"低合金中板",25,43.3097,2,"2018-03-26 13:11:04","2018-03-26 13:11:04"
"RK20180326397",1425,3114,"冷板",1,3.829,2,"2018-03-26 13:11:45","2018-03-26 13:11:45"
"RK20180326398",1474,323,"无缝管",50,25.0754,2,"2018-03-26 13:10:16","2018-03-26 13:14:08"
"RK20180326399",1474,376,"低合金中板",18,31.2032,2,"2018-03-26 13:14:21","2018-03-26 13:14:21"
"RK20180326399",1474,372,"普碳中板",6,9.443,2,"2018-03-26 13:14:21","2018-03-26 13:14:21"
"RK20180326401",1474,323,"无缝管",50,25.6655,2,"2018-03-26 13:16:38","2018-03-26 13:17:16"
"RK20180326402",1474,376,"低合金中板",21,39.4821,2,"2018-03-26 13:17:38","2018-03-26 13:17:38"
"RK20180326403",1474,323,"无缝管",50,25.6571,2,"2018-03-26 13:17:32","2018-03-26 13:18:11"
"RK20180326404",1474,323,"无缝管",52,26.3858,2,"2018-03-26 13:18:31","2018-03-26 13:19:16"
"RK20180326405",1474,323,"无缝管",55,28.1855,2,"2018-03-26 13:19:55","2018-03-26 13:20:31"
"RK20180326406",1474,376,"低合金中板",19,39.8559,2,"2018-03-26 13:20:36","2018-03-26 13:20:36"
"RK20180326408",1474,323,"无缝管",54,27.6094,2,"2018-03-26 13:20:47","2018-03-26 13:21:27"
"RK20180326410",2121,372,"普碳中板",2,4.6424,2,"2018-03-26 13:22:22","2018-03-26 13:22:22"
"RK20180326410",2121,33386,"普碳中厚板",4,14.7063,2,"2018-03-26 13:22:22","2018-03-26 13:22:22"
"RK20180326409",967,33330,"热轧带钢",14,40.18,2,"2018-03-26 13:20:54","2018-03-26 13:22:22"
"RK20180326410",2121,33414,"低合金中厚板",4,14.5796,2,"2018-03-26 13:22:22","2018-03-26 13:22:22"
"RK20180326410",2121,376,"低合金中板",1,1.876,2,"2018-03-26 13:22:22","2018-03-26 13:22:22"
"RK20180326413",242,33386,"普碳中厚板",1,5.5125,2,"2018-03-26 13:25:06","2018-03-26 13:25:06"
"RK20180326414",1474,33414,"低合金中厚板",3,13.027,2,"2018-03-26 13:25:34","2018-03-26 13:25:34"
"RK20180326414",1474,376,"低合金中板",9,17.7681,2,"2018-03-26 13:25:34","2018-03-26 13:25:34"
"RK20180326416",248,3109,"热卷",1,11.116,2,"2018-03-26 13:26:21","2018-03-26 13:26:21"
"RK20180326418",1668,3115,"冷卷",2,9.45,2,"2018-03-26 13:29:31","2018-03-26 13:29:31"
"RK20180326423",250,3115,"冷卷",1,5.348,2,"2018-03-26 13:50:10","2018-03-26 13:50:10"
"RK20180326425",250,3115,"冷卷",1,5.194,2,"2018-03-26 13:51:32","2018-03-26 13:51:32"
"RK20180325113",2204,3109,"热卷",2,39.774,2,"2018-03-26 14:02:15","2018-03-26 14:02:15"
"RK20180325111",2204,3109,"热卷",1,19.6525,2,"2018-03-26 14:05:30","2018-03-26 14:05:30"
"RK20180325089",1400,3109,"热卷",1,19.719,2,"2018-03-26 14:07:30","2018-03-26 14:07:30"
"RK20180326433",967,33330,"热轧带钢",14,39.914,2,"2018-03-26 14:08:17","2018-03-26 14:08:17"
"RK20180326441",702,3105,"低合金卷",4,78.253,2,"2018-03-26 14:15:29","2018-03-26 14:15:29"
"RK20180326442",702,3105,"低合金卷",1,21.2765,2,"2018-03-26 14:17:00","2018-03-26 14:17:00"
"RK20180326443",1833,3120,"酸洗卷",1,3.15,2,"2018-03-26 14:18:06","2018-03-26 14:18:06"
"RK20180326444",2149,33320,"镀铝锌卷",1,4.277,2,"2018-03-26 14:18:52","2018-03-26 14:18:52"
"RK20180326446",193,3109,"热卷",1,19.4005,2,"2018-03-26 14:20:22","2018-03-26 14:20:22"
"RK20180326451",1850,3115,"冷卷",1,8.582,2,"2018-03-26 14:24:50","2018-03-26 14:24:50"
"RK20180326455",2149,33320,"镀铝锌卷",6,21.266,2,"2018-03-26 14:28:43","2018-03-26 14:28:43"
"RK20180325092",1400,3109,"热卷",2,39.613,2,"2018-03-26 14:30:22","2018-03-26 14:30:22"
"RK20180326456",952,3120,"酸洗卷",5,34.8495,2,"2018-03-26 14:30:37","2018-03-26 14:30:37"
"RK20180326458",952,3120,"酸洗卷",5,39.1335,2,"2018-03-26 14:31:54","2018-03-26 14:31:54"
"RK20180326459",375,3114,"冷板",1,3.885,2,"2018-03-26 14:32:14","2018-03-26 14:32:14"
"RK20180325097",1400,3109,"热卷",2,39.7215,2,"2018-03-26 14:36:45","2018-03-26 14:36:45"
"RK20180325189",2248,3109,"热卷",2,39.725,2,"2018-03-26 14:40:17","2018-03-26 14:40:17"
"RK20180326472",967,33330,"热轧带钢",14,39.942,2,"2018-03-26 14:44:23","2018-03-26 14:44:23"
"RK20180325188",2248,3109,"热卷",2,39.655,2,"2018-03-26 14:45:18","2018-03-26 14:45:18"
"RK20180326476",2221,379,"花纹卷",1,12.0015,2,"2018-03-26 14:45:24","2018-03-26 14:45:24"
"RK20180326476",2221,376,"低合金中板",6,9.961,2,"2018-03-26 14:45:24","2018-03-26 14:45:24"
"RK20180326476",2221,3105,"低合金卷",1,18.116,2,"2018-03-26 14:45:24","2018-03-26 14:45:24"
"RK20180326476",2221,372,"普碳中板",6,14.7847,2,"2018-03-26 14:45:24","2018-03-26 14:45:24"
"RK20180326474",967,33330,"热轧带钢",14,40.152,2,"2018-03-26 14:46:35","2018-03-26 14:46:35"
"RK20180326475",1699,3115,"冷卷",1,7.553,2,"2018-03-26 14:47:10","2018-03-26 14:47:10"
"RK20180326478",2169,379,"花纹卷",1,12.0015,2,"2018-03-26 14:49:22","2018-03-26 14:49:22"
"RK20180326479",242,3105,"低合金卷",1,18.116,2,"2018-03-26 14:52:30","2018-03-26 14:52:30"
"RK20180326481",1744,376,"低合金中板",6,9.961,2,"2018-03-26 14:53:36","2018-03-26 14:53:36"
"RK20180326482",250,3115,"冷卷",2,7.938,2,"2018-03-26 14:54:45","2018-03-26 14:54:45"
