"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180520415",169,3119,"镀锌卷",7,38.493,2,"2018-05-21 06:58:01","2018-05-21 06:58:01"
"RK20180520375",192,379,"花纹卷",1,15.4,2,"2018-05-21 07:00:14","2018-05-21 07:00:14"
"RK20180520441",1542,379,"花纹卷",2,29.393,2,"2018-05-21 07:01:45","2018-05-21 07:01:45"
"RK20180520457",297,3105,"低合金卷",1,20.461,2,"2018-05-21 07:02:48","2018-05-21 07:02:48"
"RK20180520342",1400,3105,"低合金卷",1,19.992,2,"2018-05-21 07:05:50","2018-05-21 07:05:50"
"RK20180520390",169,3119,"镀锌卷",9,46.347,2,"2018-05-21 07:06:34","2018-05-21 07:06:34"
"RK20180520355",1400,3105,"低合金卷",2,40.803,2,"2018-05-21 07:10:35","2018-05-21 07:10:35"
"RK20180520414",169,3119,"镀锌卷",7,31.752,2,"2018-05-21 07:14:46","2018-05-21 07:14:46"
"RK20180520371",972,3115,"冷卷",1,4.41,2,"2018-05-21 07:16:05","2018-05-21 07:16:05"
"RK20180520443",1542,3105,"低合金卷",1,19.852,2,"2018-05-21 07:16:45","2018-05-21 07:16:45"
"RK20180520347",1400,3105,"低合金卷",1,18.4695,2,"2018-05-21 07:17:48","2018-05-21 07:17:48"
"RK20180520380",192,3115,"冷卷",2,11.403,2,"2018-05-21 07:17:52","2018-05-21 07:17:52"
"RK20180520370",972,3115,"冷卷",2,7.532,2,"2018-05-21 07:18:34","2018-05-21 07:18:34"
"RK20180520412",169,3115,"冷卷",7,34.909,2,"2018-05-21 07:19:21","2018-05-21 07:19:21"
"RK20180520378",192,3115,"冷卷",4,21.21,2,"2018-05-21 07:20:30","2018-05-21 07:20:30"
"RK20180520363",1400,3115,"冷卷",4,21.252,2,"2018-05-21 07:21:58","2018-05-21 07:21:58"
"RK20180520353",1400,3115,"冷卷",2,10.549,2,"2018-05-21 07:23:02","2018-05-21 07:23:02"
"RK20180519649",2462,3128,"螺纹钢",24,40.348,2,"2018-05-21 07:24:43","2018-05-21 07:24:43"
"RK20180520373",427,3119,"镀锌卷",1,3.696,2,"2018-05-21 07:36:08","2018-05-21 07:36:08"
"RK20180520463",297,3105,"低合金卷",1,20.4785,2,"2018-05-21 07:38:14","2018-05-21 07:38:14"
"RK20180520359",1400,3105,"低合金卷",1,20.538,2,"2018-05-21 07:39:30","2018-05-21 07:39:30"
"RK20180520345",1400,3105,"低合金卷",2,40.5335,2,"2018-05-21 07:44:11","2018-05-21 07:44:11"
"RK20180520436",1534,3114,"冷板",3,10.969,2,"2018-05-21 07:48:16","2018-05-21 07:48:16"
"RK20180520379",192,3114,"冷板",6,21.217,2,"2018-05-21 07:50:04","2018-05-21 07:50:04"
"RK20180520413",169,3119,"镀锌卷",8,37.394,2,"2018-05-21 07:52:21","2018-05-21 07:52:21"
"RK20180520365",1129,3119,"镀锌卷",11,41.118,2,"2018-05-21 07:52:36","2018-05-21 07:52:36"
"RK20180519642",2462,36,"盘螺",32,42.84,2,"2018-05-21 07:53:21","2018-05-21 07:53:21"
"RK20180520386",169,3119,"镀锌卷",10,46.494,2,"2018-05-21 07:55:20","2018-05-21 07:55:20"
"RK20180520455",297,3114,"冷板",6,22.092,2,"2018-05-21 07:56:33","2018-05-21 07:56:33"
"RK20180520429",2153,3114,"冷板",2,6.111,2,"2018-05-21 07:58:02","2018-05-21 07:58:02"
"RK20180520377",192,3114,"冷板",4,14.532,2,"2018-05-21 08:00:32","2018-05-21 08:00:32"
"RK20180521089",967,33330,"热轧带钢",12,43.176,2,"2018-05-21 08:04:05","2018-05-21 08:04:05"
"RK20180520426",973,3119,"镀锌卷",4,22.183,2,"2018-05-21 08:08:31","2018-05-21 08:08:31"
"RK20180520364",1129,3119,"镀锌卷",2,9.765,2,"2018-05-21 08:09:02","2018-05-21 08:09:02"
"RK20180520416",169,3119,"镀锌卷",7,30.828,2,"2018-05-21 08:09:38","2018-05-21 08:09:38"
"RK20180518387",433,376,"低合金中板",16,44.8525,2,"2018-05-21 08:09:42","2018-05-21 08:09:42"
"RK20180521090",1640,33441,"不锈钢冷卷",8,38.6008,2,"2018-05-21 08:10:09","2018-05-21 08:10:09"
"RK20180521091",1640,33441,"不锈钢冷卷",8,36.932,2,"2018-05-21 08:11:12","2018-05-21 08:11:12"
"RK20180521092",1161,3109,"热卷",1,16.3135,2,"2018-05-21 08:13:29","2018-05-21 08:13:29"
"RK20180521093",1640,33441,"不锈钢冷卷",7,38.2613,2,"2018-05-21 08:14:45","2018-05-21 08:14:45"
"RK20180519363",1212,372,"普碳中板",3,12.0162,2,"2018-05-21 08:16:16","2018-05-21 08:16:16"
"RK20180519363",1212,376,"低合金中板",12,33.2458,2,"2018-05-21 08:16:16","2018-05-21 08:16:16"
"RK20180519364",1212,372,"普碳中板",11,42.1204,2,"2018-05-21 08:19:48","2018-05-21 08:19:48"
"RK20180521094",NA,NA,"",16,0,0,"2018-05-21 08:23:24","2018-05-21 08:23:24"
"RK20180521096",502,33419,"矩形坯",40,57.4287,2,"2018-05-21 08:28:29","2018-05-21 08:28:29"
"RK20180519354",1128,372,"普碳中板",1,3.7583,2,"2018-05-21 08:44:16","2018-05-21 08:44:16"
"RK20180519354",1128,376,"低合金中板",14,39.7509,2,"2018-05-21 08:44:16","2018-05-21 08:44:16"
"RK201805181070",1400,33419,"矩形坯",28,39.837,2,"2018-05-21 08:48:06","2018-05-21 08:48:06"
"RK201805181093",1400,33419,"矩形坯",28,40.481,2,"2018-05-21 08:49:40","2018-05-21 08:49:40"
"RK20180519365",1212,376,"低合金中板",13,36.5715,2,"2018-05-21 08:50:18","2018-05-21 08:50:18"
"RK201805181084",1400,33419,"矩形坯",28,40.068,2,"2018-05-21 08:50:49","2018-05-21 08:50:49"
"RK201805141118",2811,323,"无缝管",6,24.5644,2,"2018-05-21 08:51:51","2018-05-21 08:51:51"
"RK201805181091",1400,33419,"矩形坯",28,39.809,2,"2018-05-21 08:52:09","2018-05-21 08:52:09"
"RK20180521145",1400,33419,"矩形坯",34,42.392,2,"2018-05-21 08:53:39","2018-05-21 08:53:39"
"RK20180521146",1400,33419,"矩形坯",30,37.268,2,"2018-05-21 08:54:26","2018-05-21 08:54:26"
"RK20180521147",1400,33419,"矩形坯",34,42.392,2,"2018-05-21 08:55:43","2018-05-21 08:55:43"
"RK201805171152",2462,36,"盘螺",30,40.25,2,"2018-05-21 08:56:07","2018-05-21 08:56:07"
"RK20180521148",1400,33419,"矩形坯",30,37.478,2,"2018-05-21 08:56:31","2018-05-21 08:56:31"
"RK201805171155",2462,36,"盘螺",30,39.578,2,"2018-05-21 08:57:08","2018-05-21 08:57:08"
"RK20180519648",2462,3128,"螺纹钢",24,40.502,2,"2018-05-21 09:00:58","2018-05-21 09:00:58"
"RK20180519640",2462,33527,"盘圆",32,43.876,2,"2018-05-21 09:02:10","2018-05-21 09:02:10"
"RK20180519644",2462,33527,"盘圆",29,39.76,2,"2018-05-21 09:03:37","2018-05-21 09:03:37"
"RK20180519358",952,376,"低合金中板",21,35.7294,2,"2018-05-21 09:04:23","2018-05-21 09:04:23"
"RK20180519358",952,372,"普碳中板",4,9.0013,2,"2018-05-21 09:04:23","2018-05-21 09:04:23"
"RK20180521149",800,310,"等边角钢",12,39.0936,2,"2018-05-21 09:05:04","2018-05-21 09:05:04"
"RK20180521150",800,310,"等边角钢",14,39.3827,2,"2018-05-21 09:07:02","2018-05-21 09:07:02"
"RK20180521151",NA,NA,"",1,0,0,"2018-05-21 09:08:10","2018-05-21 09:08:10"
"RK20180521156",775,372,"普碳中板",2,5.5979,2,"2018-05-21 09:17:08","2018-05-21 09:17:08"
"RK20180521156",775,376,"低合金中板",6,36.7997,2,"2018-05-21 09:17:08","2018-05-21 09:17:08"
"RK20180521163",2798,372,"普碳中板",3,7.7679,2,"2018-05-21 09:45:15","2018-05-21 09:45:15"
"RK20180521164",200,33419,"矩形坯",26,39.858,2,"2018-05-21 09:46:50","2018-05-21 09:46:50"
"RK201805181081",1400,33419,"矩形坯",28,40.117,2,"2018-05-21 09:50:44","2018-05-21 09:50:44"
"RK201805181088",1400,33419,"矩形坯",28,40.096,2,"2018-05-21 09:53:16","2018-05-21 09:53:16"
"RK201805181095",1400,33419,"矩形坯",28,40.152,2,"2018-05-21 09:54:39","2018-05-21 09:54:39"
"RK20180521285",2229,36,"盘螺",6,8.2411,2,"2018-05-21 10:09:41","2018-05-21 10:09:41"
"RK20180521285",2229,3128,"螺纹钢",8,13.076,2,"2018-05-21 10:09:41","2018-05-21 10:09:41"
"RK20180521286",1737,376,"低合金中板",6,12.9808,2,"2018-05-21 10:13:28","2018-05-21 10:13:28"
"RK20180521289",200,3120,"酸洗卷",10,54.642,2,"2018-05-21 10:15:56","2018-05-21 10:15:56"
"RK20180521291",1400,3128,"螺纹钢",11,21,2,"2018-05-21 10:16:57","2018-05-21 10:16:57"
"RK20180521294",2229,3128,"螺纹钢",10,20.0095,2,"2018-05-21 10:19:15","2018-05-21 10:19:15"
"RK20180521297",2229,3128,"螺纹钢",13,25.886,2,"2018-05-21 10:20:48","2018-05-21 10:20:48"
"RK20180521295",312,3109,"热卷",2,20.0725,2,"2018-05-21 10:20:53","2018-05-21 10:20:53"
"RK20180521298",193,3109,"热卷",4,81.7705,2,"2018-05-21 10:21:22","2018-05-21 10:21:22"
"RK20180521301",2229,3128,"螺纹钢",66,130.886,2,"2018-05-21 10:22:11","2018-05-21 10:22:11"
"RK20180521300",193,3109,"热卷",4,80.535,2,"2018-05-21 10:22:32","2018-05-21 10:22:32"
"RK20180521303",1400,3128,"螺纹钢",18,35,2,"2018-05-21 10:23:53","2018-05-21 10:23:53"
"RK20180521305",1400,3128,"螺纹钢",36,70,2,"2018-05-21 10:25:15","2018-05-21 10:25:15"
"RK20180521307",2229,3128,"螺纹钢",35,70,2,"2018-05-21 10:27:59","2018-05-21 10:27:59"
"RK20180521308",268,3109,"热卷",1,19.845,2,"2018-05-21 10:29:47","2018-05-21 10:29:47"
"RK20180521310",1400,3128,"螺纹钢",17,35,2,"2018-05-21 10:29:47","2018-05-21 10:29:47"
"RK20180521311",1857,372,"普碳中板",2,4.5829,2,"2018-05-21 10:30:57","2018-05-21 10:30:57"
"RK20180521311",1857,376,"低合金中板",12,27.0361,2,"2018-05-21 10:30:57","2018-05-21 10:30:57"
"RK20180521324",2182,318,"连铸方坯",8,40.894,2,"2018-05-21 10:41:53","2018-05-21 10:41:53"
"RK20180521327",502,33419,"矩形坯",40,57.442,2,"2018-05-21 10:45:35","2018-05-21 10:45:35"
"RK20180520392",169,3119,"镀锌卷",10,48.692,2,"2018-05-21 10:46:56","2018-05-21 10:46:56"
"RK20180521340",789,33320,"镀铝锌卷",3,20.041,2,"2018-05-21 10:55:44","2018-05-21 10:55:44"
"RK20180521336",404,33524,"聚乙烯",2320,40.6,2,"2018-05-21 10:54:19","2018-05-21 10:56:03"
"RK20180521344",1737,376,"低合金中板",56,109.0698,2,"2018-05-21 10:57:11","2018-05-21 10:57:11"
"RK20180521341",252,3109,"热卷",1,20.279,2,"2018-05-21 10:58:51","2018-05-21 10:58:51"
"RK20180521342",789,33320,"镀铝锌卷",2,12.194,2,"2018-05-21 10:59:39","2018-05-21 10:59:39"
"RK20180521345",404,33519,"ABS树脂",2240,39.2,2,"2018-05-21 10:56:29","2018-05-21 11:03:28"
"RK20180521350",1223,3115,"冷卷",5,18.263,2,"2018-05-21 11:05:15","2018-05-21 11:05:15"
"RK20180521351",220,3105,"低合金卷",2,13.125,2,"2018-05-21 11:06:04","2018-05-21 11:06:04"
"RK20180521352",961,3109,"热卷",1,20.132,2,"2018-05-21 11:06:22","2018-05-21 11:06:22"
"RK20180521356",684,3109,"热卷",7,146.307,2,"2018-05-21 11:07:32","2018-05-21 11:07:32"
"RK20180520401",169,3119,"镀锌卷",10,48.944,2,"2018-05-21 11:10:04","2018-05-21 11:10:04"
"RK20180521358",527,372,"普碳中板",1,3.9893,2,"2018-05-21 11:10:38","2018-05-21 11:10:38"
"RK20180521359",320,3109,"热卷",7,139.8775,2,"2018-05-21 11:10:38","2018-05-21 11:10:38"
"RK20180521360",320,3109,"热卷",1,19.782,2,"2018-05-21 11:11:35","2018-05-21 11:11:35"
"RK20180521361",320,3109,"热卷",1,19.922,2,"2018-05-21 11:12:39","2018-05-21 11:12:39"
"RK20180521362",320,3109,"热卷",2,39.6865,2,"2018-05-21 11:13:20","2018-05-21 11:13:20"
"RK20180521363",320,3109,"热卷",6,122.8325,2,"2018-05-21 11:13:58","2018-05-21 11:13:58"
"RK20180520388",169,3119,"镀锌卷",10,44.198,2,"2018-05-21 11:16:07","2018-05-21 11:16:07"
"RK20180521365",1346,3114,"冷板",6,20.734,2,"2018-05-21 11:17:34","2018-05-21 11:17:34"
"RK20180521365",1346,3115,"冷卷",4,19.677,2,"2018-05-21 11:17:34","2018-05-21 11:17:34"
"RK20180521367",1346,3114,"冷板",2,5.25,2,"2018-05-21 11:18:42","2018-05-21 11:18:42"
"RK20180521399",435,3109,"热卷",4,86.3695,2,"2018-05-21 11:19:33","2018-05-21 11:19:33"
"RK20180521398",344,3109,"热卷",1,15.575,2,"2018-05-21 11:22:12","2018-05-21 11:22:12"
"RK20180521400",427,3115,"冷卷",6,21.679,2,"2018-05-21 11:22:44","2018-05-21 11:22:44"
"RK20180521403",353,3109,"热卷",1,17.0485,2,"2018-05-21 11:23:09","2018-05-21 11:23:09"
"RK20180521405",2073,372,"普碳中板",1,2.9015,2,"2018-05-21 11:23:49","2018-05-21 11:23:49"
"RK20180521407",344,3109,"热卷",2,40.3935,2,"2018-05-21 11:24:21","2018-05-21 11:24:21"
"RK20180521409",297,3115,"冷卷",6,23.793,2,"2018-05-21 11:24:55","2018-05-21 11:24:55"
"RK20180521410",297,3115,"冷卷",6,23.996,2,"2018-05-21 11:25:41","2018-05-21 11:25:41"
"RK20180521411",1283,372,"普碳中板",4,11.5332,2,"2018-05-21 11:26:14","2018-05-21 11:26:14"
"RK20180521412",297,3115,"冷卷",6,35.595,2,"2018-05-21 11:26:25","2018-05-21 11:26:25"
