"c2014","c2015","c2016","c2017","c2018","c2019","c2020","c2021","c2022"
"CK20180521089",2560,3138,"硬线",32,44.338,11,"2018-05-21 06:23:37","2018-05-21 06:24:23"
"CK20180521087",591,3115,"冷卷",2,7.847,11,"2018-05-21 06:13:37","2018-05-21 06:31:39"
"CK20180521090",591,3115,"冷卷",3,11.746,11,"2018-05-21 06:25:16","2018-05-21 06:34:17"
"CK20180521088",591,3115,"冷卷",1,3.836,11,"2018-05-21 06:15:50","2018-05-21 06:34:53"
"CK20180521091",2229,3128,"螺纹钢",20,39.704,11,"2018-05-21 07:18:22","2018-05-21 07:18:48"
"CK20180521092",2229,3128,"螺纹钢",11,19.8765,11,"2018-05-21 07:41:49","2018-05-21 07:42:39"
"CK20180521092",2229,33527,"盘圆",10,13.6605,11,"2018-05-21 07:41:49","2018-05-21 07:42:39"
"CK20180521093",1149,3115,"冷卷",16,64.596,11,"2018-05-21 07:43:44","2018-05-21 07:50:28"
"CK20180521095",1400,33419,"矩形坯",40,57.4287,11,"2018-05-21 08:28:29","2018-05-21 08:28:29"
"CK20180521096",502,33419,"矩形坯",40,57.4287,11,"2018-05-21 08:30:17","2018-05-21 08:30:26"
"CK20180518291",1091,3109,"热卷",1,13.769,11,"2018-05-18 10:23:01","2018-05-21 08:45:03"
"CK20180521098",1149,3115,"冷卷",2,17.276,11,"2018-05-21 08:51:44","2018-05-21 09:06:58"
"CK20180521094",1149,3115,"冷卷",4,19.488,11,"2018-05-21 08:28:47","2018-05-21 09:07:11"
"CK20180521100",1149,3115,"冷卷",4,20.062,11,"2018-05-21 09:07:29","2018-05-21 09:07:38"
"CK20180521106",2819,376,"低合金中板",6,36.7997,11,"2018-05-21 09:17:08","2018-05-21 09:17:08"
"CK20180521106",2819,372,"普碳中板",2,5.5979,11,"2018-05-21 09:17:08","2018-05-21 09:17:08"
"CKW20180521001",1212,3105,"低合金卷",6,121.0979,11,"2018-05-21 09:18:53","2018-05-21 09:18:53"
"CKW20180521001",1212,379,"花纹卷",6,75.775,11,"2018-05-21 09:18:53","2018-05-21 09:18:53"
"CKW20180521001",1212,3109,"热卷",75,1133.944,11,"2018-05-21 09:18:53","2018-05-21 09:18:53"
"CK20180521108",1947,33490,"焊丝焊线",16,22.5127,11,"2018-05-21 09:26:40","2018-05-21 09:26:50"
"CK20180521110",1212,372,"普碳中板",4,5.0841,11,"2018-05-21 09:31:01","2018-05-21 09:31:18"
"CK20180521113",433,376,"低合金中板",6,10.3369,11,"2018-05-21 09:32:37","2018-05-21 09:32:47"
"CK20180521114",433,376,"低合金中板",1,2.7923,11,"2018-05-21 09:33:06","2018-05-21 09:33:17"
"CK20180521116",433,372,"普碳中板",6,7.8666,11,"2018-05-21 09:33:30","2018-05-21 09:33:45"
"CK20180521118",967,33330,"热轧带钢",15,42.497,11,"2018-05-21 09:42:53","2018-05-21 09:43:10"
"CK20180521115",1346,3115,"冷卷",3,16.31,11,"2018-05-21 09:33:29","2018-05-21 09:44:37"
"CK20180521109",1346,3115,"冷卷",3,15.834,11,"2018-05-21 09:29:25","2018-05-21 09:44:52"
"CK20180521107",1346,3115,"冷卷",5,22.631,11,"2018-05-21 09:18:09","2018-05-21 09:45:06"
"CK20180521119",627,372,"普碳中板",3,7.7679,11,"2018-05-21 09:45:15","2018-05-21 09:45:15"
"CK20180521125",967,33330,"热轧带钢",15,42.168,11,"2018-05-21 09:59:37","2018-05-21 09:59:48"
"CKW20180521002",2403,33320,"镀铝锌卷",1,6.755,11,"2018-05-21 10:00:36","2018-05-21 10:00:36"
"CKW20180521003",701,3119,"镀锌卷",2,7.203,11,"2018-05-21 10:03:23","2018-05-21 10:03:23"
"CKW20180521003",701,33320,"镀铝锌卷",4,13.181,11,"2018-05-21 10:03:23","2018-05-21 10:03:23"
"CKW20180521005",245,379,"花纹卷",1,14.721,11,"2018-05-21 10:09:32","2018-05-21 10:09:32"
"CK20180521137",2462,36,"盘螺",6,8.2411,11,"2018-05-21 10:09:41","2018-05-21 10:09:41"
"CK20180521137",2462,3128,"螺纹钢",8,13.076,11,"2018-05-21 10:09:41","2018-05-21 10:09:41"
"CK20180521138",1474,376,"低合金中板",6,12.9808,11,"2018-05-21 10:13:28","2018-05-21 10:13:28"
"CK20180521141",169,3120,"酸洗卷",10,54.642,11,"2018-05-21 10:15:56","2018-05-21 10:15:56"
"CK20180521142",2462,3128,"螺纹钢",11,21,11,"2018-05-21 10:16:57","2018-05-21 10:16:57"
"CKW20180521007",350,33401,"车轮钢卷",1,14.476,11,"2018-05-21 10:17:44","2018-05-21 10:17:44"
"CK20180521143",2462,3128,"螺纹钢",10,20.0095,11,"2018-05-21 10:19:15","2018-05-21 10:19:15"
"CKW20180521008",702,33320,"镀铝锌卷",1,7.252,11,"2018-05-21 10:19:32","2018-05-21 10:19:32"
"CK20180521145",2462,3128,"螺纹钢",13,25.886,11,"2018-05-21 10:20:48","2018-05-21 10:20:48"
"CK20180521144",192,3109,"热卷",2,20.0725,11,"2018-05-21 10:20:53","2018-05-21 10:20:53"
"CK20180521146",192,3109,"热卷",4,81.7705,11,"2018-05-21 10:21:22","2018-05-21 10:21:22"
"CK20180521148",2462,3128,"螺纹钢",66,130.886,11,"2018-05-21 10:22:11","2018-05-21 10:22:11"
"CK20180521147",192,3109,"热卷",4,80.535,11,"2018-05-21 10:22:32","2018-05-21 10:22:32"
"CK20180521149",2462,3128,"螺纹钢",18,35,11,"2018-05-21 10:23:53","2018-05-21 10:23:53"
"CK20180521150",2462,3128,"螺纹钢",36,70,11,"2018-05-21 10:25:15","2018-05-21 10:25:15"
"CK20180521131",967,33330,"热轧带钢",12,38.262,11,"2018-05-21 10:04:00","2018-05-21 10:25:45"
"CK20180521117",435,3109,"热卷",3,60.0551,11,"2018-05-21 09:42:31","2018-05-21 10:26:52"
"CK20180521130",435,3109,"热卷",3,60.739,11,"2018-05-21 10:01:50","2018-05-21 10:27:20"
"CK20180521153",2462,3128,"螺纹钢",35,70,11,"2018-05-21 10:27:59","2018-05-21 10:27:59"
"CK20180521123",435,3109,"热卷",2,40.502,11,"2018-05-21 09:56:48","2018-05-21 10:28:02"
"CK20180521151",967,33330,"热轧带钢",12,34.006,11,"2018-05-21 10:28:05","2018-05-21 10:28:17"
"CK20180521124",435,3109,"热卷",1,20.5065,11,"2018-05-21 09:57:13","2018-05-21 10:28:21"
"CK20180521152",967,33330,"热轧带钢",6,16.9904,11,"2018-05-21 10:28:39","2018-05-21 10:28:49"
"CK20180521154",1621,3109,"热卷",1,19.845,11,"2018-05-21 10:29:47","2018-05-21 10:29:47"
"CK20180521155",2462,3128,"螺纹钢",17,35,11,"2018-05-21 10:29:47","2018-05-21 10:29:47"
"CK20180521157",2669,372,"普碳中板",2,4.5829,11,"2018-05-21 10:30:57","2018-05-21 10:30:57"
"CK20180521157",2669,376,"低合金中板",12,27.0361,11,"2018-05-21 10:30:57","2018-05-21 10:30:57"
"CK20180521156",967,33330,"热轧带钢",11,37.4346,11,"2018-05-21 10:31:39","2018-05-21 10:31:55"
"CK20180521158",627,376,"低合金中板",2,13.5695,11,"2018-05-21 10:33:59","2018-05-21 10:34:15"
"CKW20180521009",1616,3109,"热卷",4,19.425,11,"2018-05-21 10:35:42","2018-05-21 10:35:42"
"CK20180521122",1588,3115,"冷卷",2,8.911,11,"2018-05-21 09:53:14","2018-05-21 10:36:48"
"CK20180521121",1588,3115,"冷卷",9,43.974,11,"2018-05-21 09:52:22","2018-05-21 10:37:08"
"CKW20180521010",2226,394,"大梁卷",2,33.733,11,"2018-05-21 10:38:11","2018-05-21 10:38:11"
"CK20180521159",2560,3138,"硬线",32,44.3555,11,"2018-05-21 10:33:47","2018-05-21 10:38:32"
"CKW20180521011",273,3109,"热卷",1,4.144,11,"2018-05-21 10:38:49","2018-05-21 10:38:49"
"CKW20180521012",1774,33320,"镀铝锌卷",3,18.235,11,"2018-05-21 10:39:56","2018-05-21 10:39:56"
"CK20180521162",169,318,"连铸方坯",8,40.894,11,"2018-05-21 10:41:53","2018-05-21 10:41:53"
"CK20180521163",2229,3128,"螺纹钢",6,12.292,11,"2018-05-21 10:42:04","2018-05-21 10:42:39"
"CKW20180521013",2454,3119,"镀锌卷",14,69.09,11,"2018-05-21 10:43:29","2018-05-21 10:43:29"
"CK20180521164",1400,33419,"矩形坯",40,57.442,11,"2018-05-21 10:45:35","2018-05-21 10:45:35"
"CK20180521165",502,33419,"矩形坯",40,57.442,11,"2018-05-21 10:47:01","2018-05-21 10:47:10"
"CKW20180521014",2204,3109,"热卷",9,56.476,11,"2018-05-21 10:48:06","2018-05-21 10:48:06"
"CKW20180521015",305,379,"花纹卷",1,7.3675,11,"2018-05-21 10:52:08","2018-05-21 10:52:08"
"CKW20180521015",305,3109,"热卷",2,17.1745,11,"2018-05-21 10:52:08","2018-05-21 10:52:08"
"CKW20180521016",305,3109,"热卷",1,20.251,11,"2018-05-21 10:55:06","2018-05-21 10:55:06"
"CK20180521177",1400,33320,"镀铝锌卷",3,20.041,11,"2018-05-21 10:55:44","2018-05-21 10:55:44"
"CK20180521183",1474,376,"低合金中板",56,109.0698,11,"2018-05-21 10:57:11","2018-05-21 10:57:11"
"CK20180521178",1621,3109,"热卷",1,20.279,11,"2018-05-21 10:58:51","2018-05-21 10:58:51"
"CK20180521166",501,3109,"热卷",1,16.275,11,"2018-05-21 10:47:37","2018-05-21 10:59:18"
"CK20180521180",1161,33320,"镀铝锌卷",2,12.194,11,"2018-05-21 10:59:39","2018-05-21 10:59:39"
"CKW20180521017",789,33320,"镀铝锌卷",2,12.67,11,"2018-05-21 11:02:08","2018-05-21 11:02:08"
"CK20180521190",192,3115,"冷卷",5,18.263,11,"2018-05-21 11:05:15","2018-05-21 11:05:15"
"CK20180521191",1400,3105,"低合金卷",2,13.125,11,"2018-05-21 11:06:04","2018-05-21 11:06:04"
"CK20180521193",2694,3109,"热卷",1,20.132,11,"2018-05-21 11:06:22","2018-05-21 11:06:22"
"CK20180521192",2517,3133,"圆钢",13,45.5,11,"2018-05-21 11:06:30","2018-05-21 11:06:38"
"CK20180521198",1400,3109,"热卷",7,146.307,11,"2018-05-21 11:07:32","2018-05-21 11:07:32"
"CKW20180521018",2001,3109,"热卷",3,24.2655,11,"2018-05-21 11:09:18","2018-05-21 11:09:18"
"CK20180521200",433,372,"普碳中板",1,3.9893,11,"2018-05-21 11:10:38","2018-05-21 11:10:38"
"CK20180521201",169,3109,"热卷",7,139.8775,11,"2018-05-21 11:10:38","2018-05-21 11:10:38"
"CK20180521202",169,3109,"热卷",1,19.782,11,"2018-05-21 11:11:35","2018-05-21 11:11:35"
"CK20180521203",169,3109,"热卷",1,19.922,11,"2018-05-21 11:12:39","2018-05-21 11:12:39"
"CK20180521204",169,3109,"热卷",2,39.6865,11,"2018-05-21 11:13:20","2018-05-21 11:13:20"
"CK20180521205",169,3109,"热卷",6,122.8325,11,"2018-05-21 11:13:58","2018-05-21 11:13:58"
"CK20180521181",934,3109,"热卷",3,53.7355,11,"2018-05-21 11:01:53","2018-05-21 11:15:13"
"CKW20180521019",268,3109,"热卷",1,19.845,11,"2018-05-21 11:15:31","2018-05-21 11:15:31"
"CK20180521206",1400,3115,"冷卷",4,19.677,11,"2018-05-21 11:17:34","2018-05-21 11:17:34"
"CK20180521206",1400,3114,"冷板",6,20.734,11,"2018-05-21 11:17:34","2018-05-21 11:17:34"
"CK20180521207",1400,3114,"冷板",2,5.25,11,"2018-05-21 11:18:42","2018-05-21 11:18:42"
"CK20180521212",1400,3109,"热卷",4,86.3695,11,"2018-05-21 11:19:33","2018-05-21 11:19:33"
"CK20180521211",2049,3109,"热卷",1,15.575,11,"2018-05-21 11:22:12","2018-05-21 11:22:12"
"CK20180521213",169,3115,"冷卷",6,21.679,11,"2018-05-21 11:22:44","2018-05-21 11:22:44"
"CK20180521215",1400,3109,"热卷",1,17.0485,11,"2018-05-21 11:23:09","2018-05-21 11:23:09"
"CKW20180521021",216,3109,"热卷",1,14.532,11,"2018-05-21 11:23:36","2018-05-21 11:23:36"
"CKW20180521020",344,3109,"热卷",1,15.575,11,"2018-05-21 11:23:42","2018-05-21 11:23:42"
"CK20180521216",627,372,"普碳中板",1,2.9015,11,"2018-05-21 11:23:49","2018-05-21 11:23:49"
"CK20180521189",1542,379,"花纹卷",4,61.453,11,"2018-05-21 11:04:46","2018-05-21 11:24:01"
"CK20180521217",216,3109,"热卷",2,40.3935,11,"2018-05-21 11:24:21","2018-05-21 11:24:21"
"CKW20180521022",216,3109,"热卷",1,19.9605,11,"2018-05-21 11:24:23","2018-05-21 11:24:23"
"CK20180521220",169,3115,"冷卷",6,23.793,11,"2018-05-21 11:24:55","2018-05-21 11:24:55"
"CK20180521221",169,3115,"冷卷",6,23.996,11,"2018-05-21 11:25:41","2018-05-21 11:25:41"
"CK20180521222",627,372,"普碳中板",4,11.5332,11,"2018-05-21 11:26:14","2018-05-21 11:26:14"
"CK20180521223",169,3115,"冷卷",6,35.595,11,"2018-05-21 11:26:25","2018-05-21 11:26:25"
"CK20180521224",1737,376,"低合金中板",4,8.6828,11,"2018-05-21 11:27:00","2018-05-21 11:27:00"
"CK20180521225",169,3115,"冷卷",3,10.675,11,"2018-05-21 11:27:09","2018-05-21 11:27:09"
"CK20180521227",297,3109,"热卷",1,20.6395,11,"2018-05-21 11:27:55","2018-05-21 11:27:55"
"CK20180521226",169,3109,"热卷",1,19.964,11,"2018-05-21 11:27:56","2018-05-21 11:27:56"
"CK20180521199",1542,379,"花纹卷",4,61.383,11,"2018-05-21 11:10:48","2018-05-21 11:28:10"
"CK20180521228",297,3115,"冷卷",1,4.9,11,"2018-05-21 11:28:43","2018-05-21 11:28:43"
"CKW20180521023",1061,33401,"车轮钢卷",1,14.308,11,"2018-05-21 11:29:55","2018-05-21 11:29:55"
"CK20180521233",2182,318,"连铸方坯",8,40.894,11,"2018-05-21 11:31:45","2018-05-21 11:31:55"
"CKW20180521024",1691,3109,"热卷",1,15.4875,11,"2018-05-21 11:39:26","2018-05-21 11:39:26"
"CK20180521236",1400,3115,"冷卷",1,6.23,11,"2018-05-21 11:39:40","2018-05-21 11:39:40"
"CK20180521240",2462,3128,"螺纹钢",31,56,11,"2018-05-21 11:40:06","2018-05-21 11:40:06"
"CK20180521243",2462,3128,"螺纹钢",45,76.468,11,"2018-05-21 11:42:07","2018-05-21 11:42:07"
"CK20180521244",2462,3128,"螺纹钢",12,21,11,"2018-05-21 11:43:24","2018-05-21 11:43:24"
"CKW20180521025",252,3109,"热卷",1,20.279,11,"2018-05-21 11:44:34","2018-05-21 11:44:34"
"CK20180521246",2462,3128,"螺纹钢",16,32.1965,11,"2018-05-21 11:44:53","2018-05-21 11:44:53"
"CK20180521247",2462,3128,"螺纹钢",18,35,11,"2018-05-21 11:46:35","2018-05-21 11:46:35"
"CK20180521249",1737,376,"低合金中板",2,4.298,11,"2018-05-21 11:50:23","2018-05-21 11:50:23"
"CK20180521251",194,3115,"冷卷",3,22.155,11,"2018-05-21 11:51:04","2018-05-21 11:51:04"
"CK20180521251",273,3115,"冷卷",2,13.832,11,"2018-05-21 11:51:04","2018-05-21 11:51:04"
"CK20180521254",627,372,"普碳中板",3,15.5162,11,"2018-05-21 11:53:09","2018-05-21 11:53:09"
"CK20180521253",297,3109,"热卷",2,40.9605,11,"2018-05-21 11:55:49","2018-05-21 11:55:49"
"CK20180521256",297,3109,"热卷",4,34.1145,11,"2018-05-21 11:56:16","2018-05-21 11:56:16"
"CK20180521255",1400,33419,"矩形坯",40,57.7675,11,"2018-05-21 11:56:45","2018-05-21 11:56:45"
"CK20180521258",1400,33419,"矩形坯",40,57.1473,11,"2018-05-21 11:57:48","2018-05-21 11:57:48"
"CK20180521259",297,3115,"冷卷",3,17.311,11,"2018-05-21 11:57:54","2018-05-21 11:57:54"
"CK20180521257",502,33419,"矩形坯",40,57.7675,11,"2018-05-21 11:58:05","2018-05-21 11:58:13"
"CK20180521262",297,3115,"冷卷",3,18.284,11,"2018-05-21 11:58:41","2018-05-21 11:58:41"
"CK20180521260",502,33419,"矩形坯",40,57.1473,11,"2018-05-21 11:58:50","2018-05-21 11:58:59"
"CK20180521261",2784,3115,"冷卷",1,6.279,11,"2018-05-21 11:59:08","2018-05-21 11:59:08"
"CK20180521280",297,3115,"冷卷",2,7.301,11,"2018-05-21 11:59:36","2018-05-21 11:59:36"
"CKW20180521026",194,3109,"热卷",2,40.705,11,"2018-05-21 12:03:04","2018-05-21 12:03:04"
"CK20180521263",2229,3128,"螺纹钢",1,1.981,11,"2018-05-21 12:07:28","2018-05-21 12:08:06"
"CK20180521264",2229,33527,"盘圆",1,1.379,11,"2018-05-21 12:09:23","2018-05-21 12:09:44"
"CKW20180521027",191,33320,"镀铝锌卷",2,11.179,11,"2018-05-21 12:11:02","2018-05-21 12:11:02"
"CKW20180521028",344,3109,"热卷",1,20.202,11,"2018-05-21 12:13:44","2018-05-21 12:13:44"
"CK20180521265",2517,3133,"圆钢",28,46.9,11,"2018-05-21 12:16:01","2018-05-21 12:16:23"
"CK20180521266",194,3105,"低合金卷",2,13.174,11,"2018-05-21 12:16:25","2018-05-21 12:16:25"
"CK20180521235",1566,379,"花纹卷",5,60.942,11,"2018-05-21 11:37:28","2018-05-21 12:23:00"
"CK20180521267",320,3109,"热卷",3,60.963,11,"2018-05-21 12:17:45","2018-05-21 12:28:57"
"CK20180521269",320,3109,"热卷",3,60.8055,11,"2018-05-21 12:33:50","2018-05-21 12:34:05"
"CK20180521271",320,3109,"热卷",3,59.9655,11,"2018-05-21 12:36:16","2018-05-21 12:39:36"
"CK20180521268",320,3109,"热卷",3,60.6795,11,"2018-05-21 12:19:15","2018-05-21 12:41:11"
"CK20180521275",1400,3115,"冷卷",13,57.106,11,"2018-05-21 12:41:23","2018-05-21 12:41:23"
"CKW20180521029",972,3115,"冷卷",1,4.116,11,"2018-05-21 12:41:57","2018-05-21 12:41:57"
"CK20180521270",2456,3119,"镀锌卷",2,10.339,11,"2018-05-21 12:35:09","2018-05-21 12:43:10"
"CK20180521277",961,3105,"低合金卷",5,89.873,11,"2018-05-21 12:47:00","2018-05-21 12:47:00"
"CK20180521276",2229,36,"盘螺",18,23.9715,11,"2018-05-21 12:45:32","2018-05-21 12:47:27"
"CK20180521276",2229,3128,"螺纹钢",14,23.583,11,"2018-05-21 12:45:32","2018-05-21 12:47:27"
"CK20180521281",297,3115,"冷卷",4,14.476,11,"2018-05-21 12:49:14","2018-05-21 12:49:14"
"CK20180521286",1400,3138,"硬线",1222,1680.952,11,"2018-05-21 12:50:03","2018-05-21 12:50:03"
"CK20180521287",1400,33419,"矩形坯",40,57.6149,11,"2018-05-21 12:56:34","2018-05-21 12:56:34"
"CK20180521289",502,33419,"矩形坯",40,57.6149,11,"2018-05-21 12:57:36","2018-05-21 12:57:46"
"CKW20180521030",292,3105,"低合金卷",4,80.64,11,"2018-05-21 13:02:38","2018-05-21 13:02:38"
"CK20180521292",1212,372,"普碳中板",7,8.8165,11,"2018-05-21 13:02:21","2018-05-21 13:02:51"
"CKW20180521031",273,3109,"热卷",1,2.184,11,"2018-05-21 13:03:34","2018-05-21 13:03:34"
"CKW20180521032",193,3109,"热卷",1,20.6115,11,"2018-05-21 13:06:00","2018-05-21 13:06:00"
"CK20180521296",1161,3120,"酸洗卷",7,38.01,11,"2018-05-21 13:06:49","2018-05-21 13:06:49"
"CKW20180521033",194,3109,"热卷",1,3.6715,11,"2018-05-21 13:08:09","2018-05-21 13:08:09"
"CK20180521295",1851,376,"低合金中板",2,4.298,11,"2018-05-21 13:08:07","2018-05-21 13:08:28"
"CKW20180521035",194,3109,"热卷",1,19.81,11,"2018-05-21 13:11:09","2018-05-21 13:11:09"
"CKW20180521034",1654,3109,"热卷",1,15.519,11,"2018-05-21 13:11:27","2018-05-21 13:11:27"
"CK20180521310",1400,372,"普碳中板",9,21.2499,11,"2018-05-21 13:14:51","2018-05-21 13:14:51"
"CK20180521310",1400,376,"低合金中板",12,26.9724,11,"2018-05-21 13:14:51","2018-05-21 13:14:51"
"CK20180521309",1474,33414,"低合金中厚板",4,15.4861,11,"2018-05-21 13:16:07","2018-05-21 13:16:07"
"CK20180521309",1474,376,"低合金中板",21,63.7434,11,"2018-05-21 13:16:07","2018-05-21 13:16:07"
"CK20180521313",1851,372,"普碳中板",6,12.0575,11,"2018-05-21 13:17:51","2018-05-21 13:17:51"
"CK20180521298",320,3109,"热卷",3,59.878,11,"2018-05-21 13:09:33","2018-05-21 13:19:01"
"CK20180521301",320,3109,"热卷",1,19.782,11,"2018-05-21 13:12:40","2018-05-21 13:19:15"
"CK20180521273",320,3109,"热卷",2,39.991,11,"2018-05-21 12:41:51","2018-05-21 13:19:31"
"CK20180521300",1566,3109,"热卷",6,37.471,11,"2018-05-21 13:12:40","2018-05-21 13:20:05"
"CK20180521300",1566,379,"花纹卷",2,15.47,11,"2018-05-21 13:12:40","2018-05-21 13:20:05"
"CK20180521302",1566,3109,"热卷",1,8.4315,11,"2018-05-21 13:12:45","2018-05-21 13:20:29"
"CK20180521282",1566,379,"花纹卷",1,7.182,11,"2018-05-21 12:50:15","2018-05-21 13:20:40"
"CK20180521282",1566,3109,"热卷",1,8.806,11,"2018-05-21 12:50:15","2018-05-21 13:20:40"
"CK20180521239",1566,379,"花纹卷",2,30.576,11,"2018-05-21 11:41:13","2018-05-21 13:20:49"
"CK20180521315",967,33330,"热轧带钢",12,38.542,11,"2018-05-21 13:21:05","2018-05-21 13:21:18"
"CKW20180521036",194,3109,"热卷",1,13.321,11,"2018-05-21 13:22:28","2018-05-21 13:22:28"
"CK20180521299",1613,33441,"不锈钢冷卷",1,4.6445,11,"2018-05-21 13:12:11","2018-05-21 13:23:39"
"CK20180521317",1400,33419,"矩形坯",40,57.4203,11,"2018-05-21 13:26:14","2018-05-21 13:26:14"
"CK20180521319",502,33419,"矩形坯",40,57.4203,11,"2018-05-21 13:27:44","2018-05-21 13:27:55"
"CKW20180521037",612,3115,"冷卷",1,5.726,11,"2018-05-21 13:28:08","2018-05-21 13:28:08"
"CK20180521320",297,3109,"热卷",1,14.973,11,"2018-05-21 13:28:23","2018-05-21 13:28:23"
"CK20180521321",273,3115,"冷卷",1,5.18,11,"2018-05-21 13:29:54","2018-05-21 13:29:54"
"CK20180521272",2248,3109,"热卷",3,46.102,11,"2018-05-21 12:38:59","2018-05-21 13:30:07"
"CKW20180521038",292,3109,"热卷",2,41.2335,11,"2018-05-21 13:30:12","2018-05-21 13:30:12"
"CK20180521314",2248,3109,"热卷",1,15.393,11,"2018-05-21 13:18:44","2018-05-21 13:30:16"
"CKW20180521039",194,379,"花纹卷",1,14.672,11,"2018-05-21 13:30:54","2018-05-21 13:30:54"
"CK20180521323",1621,372,"普碳中板",18,43.6352,11,"2018-05-21 13:31:31","2018-05-21 13:31:45"
"CK20180521324",169,3115,"冷卷",6,29.827,11,"2018-05-21 13:32:28","2018-05-21 13:32:28"
"CKW20180521040",427,3115,"冷卷",1,3.899,11,"2018-05-21 13:33:42","2018-05-21 13:33:42"
"CKW20180521041",427,3115,"冷卷",2,8.491,11,"2018-05-21 13:36:30","2018-05-21 13:36:30"
"CKW20180521043",701,33320,"镀铝锌卷",4,15.288,11,"2018-05-21 13:36:41","2018-05-21 13:36:41"
"CKW20180521042",1201,3115,"冷卷",1,4.83,11,"2018-05-21 13:36:44","2018-05-21 13:36:44"
"CKW20180521044",1201,3115,"冷卷",2,9.681,11,"2018-05-21 13:37:55","2018-05-21 13:37:55"
"CKW20180521045",427,3115,"冷卷",1,3.843,11,"2018-05-21 13:38:49","2018-05-21 13:38:49"
"CK20180521326",1400,33419,"矩形坯",40,56.9555,11,"2018-05-21 13:39:07","2018-05-21 13:39:07"
"CK20180521322",1638,33441,"不锈钢冷卷",1,5.6994,11,"2018-05-21 13:30:50","2018-05-21 13:39:38"
"CK20180521327",502,33419,"矩形坯",40,56.9555,11,"2018-05-21 13:40:18","2018-05-21 13:40:27"
"CKW20180521046",1774,3115,"冷卷",3,16.282,11,"2018-05-21 13:40:28","2018-05-21 13:40:28"
"CK20180521342",1400,33419,"矩形坯",40,57.3909,11,"2018-05-21 13:51:18","2018-05-21 13:51:18"
"CK20180521343",502,33419,"矩形坯",40,57.3909,11,"2018-05-21 13:52:34","2018-05-21 13:52:43"
"CK20180521344",169,3120,"酸洗卷",2,12.11,11,"2018-05-21 13:55:29","2018-05-21 13:55:29"
"CK20180521345",1400,33419,"矩形坯",40,57.2817,11,"2018-05-21 13:55:56","2018-05-21 13:55:56"
"CK20180521328",1542,379,"花纹卷",3,35.637,11,"2018-05-21 13:40:49","2018-05-21 13:56:23"
"CK20180521328",1542,3109,"热卷",1,22.82,11,"2018-05-21 13:40:49","2018-05-21 13:56:23"
"CK20180521348",502,33419,"矩形坯",40,57.2817,11,"2018-05-21 13:56:56","2018-05-21 13:57:06"
"CK20180521349",1737,33414,"低合金中厚板",4,15.4861,11,"2018-05-21 13:59:49","2018-05-21 13:59:49"
"CK20180521349",1737,376,"低合金中板",10,38.3887,11,"2018-05-21 13:59:49","2018-05-21 13:59:49"
"CKW20180521047",194,3109,"热卷",1,20.314,11,"2018-05-21 14:00:00","2018-05-21 14:00:00"
