"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180224226",1212,3109,"热卷",2,40.586,2,"2018-02-26 04:52:47","2018-02-26 04:52:47"
"RK20180224198",1212,3109,"热卷",2,40.3074,2,"2018-02-26 04:55:58","2018-02-26 04:55:58"
"RK20180224214",1212,3109,"热卷",2,40.4642,2,"2018-02-26 04:56:52","2018-02-26 04:56:52"
"RK20180224208",1212,3109,"热卷",2,40.544,2,"2018-02-26 04:58:00","2018-02-26 04:58:00"
"RK20180224218",1212,3109,"热卷",2,40.719,2,"2018-02-26 04:59:31","2018-02-26 04:59:31"
"RK20180224220",1212,3109,"热卷",3,39.9273,2,"2018-02-26 05:05:10","2018-02-26 05:05:10"
"RK20180224222",1212,3109,"热卷",2,40.691,2,"2018-02-26 05:06:01","2018-02-26 05:06:01"
"RK20180224886",2153,3114,"冷板",3,10.038,2,"2018-02-26 05:07:44","2018-02-26 05:07:44"
"RK20180224200",1212,3109,"热卷",2,40.439,2,"2018-02-26 05:08:31","2018-02-26 05:08:31"
"RK20180224197",1212,3109,"热卷",2,40.1254,2,"2018-02-26 05:09:17","2018-02-26 05:09:17"
"RK20180224195",1212,3109,"热卷",2,40.355,2,"2018-02-26 05:09:31","2018-02-26 05:09:31"
"RK20180224818",192,3114,"冷板",1,3.976,2,"2018-02-26 05:09:42","2018-02-26 05:09:42"
"RK20180224206",1212,3109,"热卷",2,40.488,2,"2018-02-26 05:11:14","2018-02-26 05:11:14"
"RK20180224201",1212,3109,"热卷",2,40.565,2,"2018-02-26 05:11:28","2018-02-26 05:11:28"
"RK20180224194",1212,3109,"热卷",3,39.914,2,"2018-02-26 05:13:55","2018-02-26 05:13:55"
"RK20180224210",1212,3109,"热卷",2,40.621,2,"2018-02-26 05:13:56","2018-02-26 05:13:56"
"RK20180224796",972,3114,"冷板",6,20.748,2,"2018-02-26 05:14:52","2018-02-26 05:14:52"
"RK20180224205",1212,3109,"热卷",2,40.033,2,"2018-02-26 05:15:33","2018-02-26 05:15:33"
"RK20180224207",1212,3109,"热卷",2,40.523,2,"2018-02-26 05:16:52","2018-02-26 05:16:52"
"RK20180224773",1400,3114,"冷板",3,10.325,2,"2018-02-26 05:17:15","2018-02-26 05:17:15"
"RK20180224196",1212,3109,"热卷",2,40.3242,2,"2018-02-26 05:17:33","2018-02-26 05:17:33"
"RK20180224199",1212,3109,"热卷",2,40.11,2,"2018-02-26 05:17:36","2018-02-26 05:17:36"
"RK20180226060",501,36,"盘螺",30,39.9,2,"2018-02-26 05:19:24","2018-02-26 05:19:24"
"RK20180224219",1212,3109,"热卷",2,39.9819,2,"2018-02-26 05:19:30","2018-02-26 05:19:30"
"RK20180224225",1212,3109,"热卷",2,40.439,2,"2018-02-26 05:20:05","2018-02-26 05:20:05"
"RK20180226061",501,36,"盘螺",35,46.9,2,"2018-02-26 05:20:25","2018-02-26 05:20:25"
"RK20180224223",1212,3109,"热卷",2,40.579,2,"2018-02-26 05:21:09","2018-02-26 05:21:09"
"RK20180226062",501,36,"盘螺",30,39.9,2,"2018-02-26 05:21:20","2018-02-26 05:21:20"
"RK20180226063",501,36,"盘螺",30,39.9,2,"2018-02-26 05:22:22","2018-02-26 05:22:22"
"RK20180224215",1212,3109,"热卷",2,40.516,2,"2018-02-26 05:24:31","2018-02-26 05:24:31"
"RK20180224209",1212,3109,"热卷",2,40.537,2,"2018-02-26 05:26:01","2018-02-26 05:26:01"
"RK20180224221",1212,3109,"热卷",2,40.068,2,"2018-02-26 05:28:56","2018-02-26 05:28:56"
"RK20180224212",1212,3109,"热卷",2,40.481,2,"2018-02-26 05:30:35","2018-02-26 05:30:35"
"RK20180224216",1212,3109,"热卷",2,40.299,2,"2018-02-26 05:33:02","2018-02-26 05:33:02"
"RK20180224224",1212,3109,"热卷",2,40.621,2,"2018-02-26 05:38:26","2018-02-26 05:38:26"
"RK20180224203",1212,3109,"热卷",2,40.313,2,"2018-02-26 05:38:30","2018-02-26 05:38:30"
"RK20180224211",1212,3109,"热卷",2,40.614,2,"2018-02-26 05:43:29","2018-02-26 05:43:29"
"RK20180225654",169,3105,"低合金卷",2,40.397,2,"2018-02-26 06:27:39","2018-02-26 06:27:39"
"RK20180225698",1434,3109,"热卷",2,38.6365,2,"2018-02-26 06:28:48","2018-02-26 06:28:48"
"RK20180225641",192,3109,"热卷",1,20.58,2,"2018-02-26 06:30:02","2018-02-26 06:30:02"
"RK20180225610",1400,3109,"热卷",1,20.5065,2,"2018-02-26 06:31:15","2018-02-26 06:31:15"
"RK20180225697",297,3109,"热卷",1,20.2965,2,"2018-02-26 06:31:44","2018-02-26 06:31:44"
"RK20180225679",1566,3105,"低合金卷",1,19.7085,2,"2018-02-26 06:33:03","2018-02-26 06:33:03"
"RK20180226064",2269,3115,"冷卷",4,35.266,2,"2018-02-26 06:33:16","2018-02-26 06:33:16"
"RK20180225665",813,3115,"冷卷",6,39.935,2,"2018-02-26 06:35:44","2018-02-26 06:35:44"
"RK20180225596",1400,3115,"冷卷",1,4.963,2,"2018-02-26 06:37:09","2018-02-26 06:37:09"
"RK20180225667",813,3115,"冷卷",5,34.559,2,"2018-02-26 06:40:21","2018-02-26 06:40:21"
"RK20180225676",216,3105,"低合金卷",1,20.1215,2,"2018-02-26 06:41:07","2018-02-26 06:41:07"
"RK20180226066",502,33419,"矩形坯",36,56.3269,2,"2018-02-26 06:41:10","2018-02-26 06:41:10"
"RK20180225606",1400,3105,"低合金卷",1,20.9545,2,"2018-02-26 06:42:09","2018-02-26 06:42:09"
"RK20180225614",1400,3109,"热卷",2,41.097,2,"2018-02-26 06:43:08","2018-02-26 06:43:08"
"RK20180225672",973,3120,"酸洗卷",1,4.389,2,"2018-02-26 06:44:53","2018-02-26 06:44:53"
"RK20180225605",1400,3109,"热卷",2,41.083,2,"2018-02-26 06:45:05","2018-02-26 06:45:05"
"RK20180225632",192,3109,"热卷",1,20.4645,2,"2018-02-26 06:49:11","2018-02-26 06:49:11"
"RK20180225630",273,3120,"酸洗卷",3,19.145,2,"2018-02-26 06:49:48","2018-02-26 06:49:48"
"RK20180225589",1161,3120,"酸洗卷",3,19.803,2,"2018-02-26 06:52:31","2018-02-26 06:52:31"
"RK20180225591",1400,3109,"热卷",1,20.5135,2,"2018-02-26 06:52:38","2018-02-26 06:52:38"
"RK20180225699",1434,3109,"热卷",2,39.214,2,"2018-02-26 06:54:35","2018-02-26 06:54:35"
"RK20180225638",192,3115,"冷卷",1,4.613,2,"2018-02-26 06:56:06","2018-02-26 06:56:06"
"RK20180225638",192,3120,"酸洗卷",2,9.268,2,"2018-02-26 06:56:06","2018-02-26 06:56:06"
"RK20180225643",2397,3115,"冷卷",1,5.103,2,"2018-02-26 06:56:42","2018-02-26 06:56:42"
"RK20180225600",1400,3120,"酸洗卷",2,14.84,2,"2018-02-26 06:57:20","2018-02-26 06:57:20"
"RK20180225640",192,3109,"热卷",1,20.566,2,"2018-02-26 06:57:39","2018-02-26 06:57:39"
"RK20180225608",1400,3109,"热卷",1,20.5905,2,"2018-02-26 06:58:42","2018-02-26 06:58:42"
"RK20180225691",292,3105,"低合金卷",1,22.8375,2,"2018-02-26 07:00:19","2018-02-26 07:00:19"
"RK20180225645",2503,3109,"热卷",1,23.471,2,"2018-02-26 07:01:18","2018-02-26 07:01:18"
"RK20180224835",2503,3109,"热卷",1,20.3595,2,"2018-02-26 07:06:32","2018-02-26 07:06:32"
"RK20180225696",297,3105,"低合金卷",1,20.545,2,"2018-02-26 07:07:23","2018-02-26 07:07:23"
"RK20180224776",1400,3105,"低合金卷",1,20.055,2,"2018-02-26 07:08:21","2018-02-26 07:08:21"
"RK20180225646",2503,3109,"热卷",1,20.16,2,"2018-02-26 07:08:31","2018-02-26 07:08:31"
"RK20180225687",1542,3105,"低合金卷",2,39.0495,2,"2018-02-26 07:11:09","2018-02-26 07:11:09"
"RK20180225647",2503,3109,"热卷",2,41.9965,2,"2018-02-26 07:13:11","2018-02-26 07:13:11"
"RK20180226068",502,33419,"矩形坯",36,55.8824,2,"2018-02-26 07:17:13","2018-02-26 07:17:13"
"RK20180225668",813,3109,"热卷",2,13.377,2,"2018-02-26 07:18:15","2018-02-26 07:18:15"
"RK20180225613",1400,3109,"热卷",3,21.8015,2,"2018-02-26 07:20:54","2018-02-26 07:20:54"
"RK20180226072",502,33419,"矩形坯",36,55.6941,2,"2018-02-26 08:00:11","2018-02-26 08:00:11"
"RK20180226070",200,33419,"矩形坯",26,40.04,2,"2018-02-26 08:00:23","2018-02-26 08:00:23"
"RK20180226073",501,36,"盘螺",35,46.9,2,"2018-02-26 08:18:32","2018-02-26 08:18:32"
"RK20180226075",502,33419,"矩形坯",36,56.2835,2,"2018-02-26 08:18:49","2018-02-26 08:18:49"
"RK20180226076",501,36,"盘螺",35,46.9,2,"2018-02-26 08:19:27","2018-02-26 08:19:27"
"RK20180226077",501,36,"盘螺",35,46.9,2,"2018-02-26 08:20:17","2018-02-26 08:20:17"
"RK20180226249",189,33320,"镀铝锌卷",12,68.677,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226318",1400,33320,"镀铝锌卷",1,4.445,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226322",789,33320,"镀铝锌卷",4,28.189,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226488",189,33320,"镀铝锌卷",6,39.039,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226319",189,33320,"镀铝锌卷",1,3.913,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226323",189,33320,"镀铝锌卷",2,14.357,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226320",701,33320,"镀铝锌卷",4,29.148,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226685",2202,33320,"镀铝锌卷",4,29.204,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226078",189,33320,"镀铝锌卷",2,14.511,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226490",189,33320,"镀铝锌卷",6,42.385,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226547",189,33320,"镀铝锌卷",6,43.092,2,"2018-02-26 08:27:57","2018-02-26 08:27:57"
"RK20180226079",501,36,"盘螺",35,46.9,2,"2018-02-26 08:32:59","2018-02-26 08:32:59"
"RK20180226080",501,36,"盘螺",35,46.9,2,"2018-02-26 08:34:23","2018-02-26 08:34:23"
"RK20180226081",501,36,"盘螺",35,46.9,2,"2018-02-26 08:35:44","2018-02-26 08:35:44"
"RK20180226082",501,36,"盘螺",30,39.9,2,"2018-02-26 08:36:49","2018-02-26 08:36:49"
"RK20180226083",501,36,"盘螺",30,39.9,2,"2018-02-26 08:39:28","2018-02-26 08:39:28"
"RK20180226086",502,33419,"矩形坯",40,62.7956,2,"2018-02-26 08:47:11","2018-02-26 08:47:11"
"RK20180226087",1737,372,"普碳中板",11,33.0575,2,"2018-02-26 08:52:59","2018-02-26 08:52:59"
"RK20180226087",1737,376,"低合金中板",1,4.1293,2,"2018-02-26 08:52:59","2018-02-26 08:52:59"
"RK20180224182",952,3109,"热卷",2,31.29,2,"2018-02-26 08:53:33","2018-02-26 08:53:33"
"RK20180224184",952,3109,"热卷",2,23.198,2,"2018-02-26 08:53:36","2018-02-26 08:53:36"
"RK20180226088",1737,372,"普碳中板",12,37.2638,2,"2018-02-26 08:54:15","2018-02-26 08:54:15"
"RK20180224179",952,3109,"热卷",2,23.205,2,"2018-02-26 08:55:32","2018-02-26 08:55:32"
"RK20180224178",952,3109,"热卷",2,31.542,2,"2018-02-26 08:56:57","2018-02-26 08:56:57"
"RK20180226091",1474,3105,"低合金卷",2,36.3405,2,"2018-02-26 09:07:16","2018-02-26 09:07:16"
"RK20180226093",1400,3109,"热卷",3,46.739,2,"2018-02-26 09:09:54","2018-02-26 09:09:54"
"RK20180226094",1474,3109,"热卷",1,18.1125,2,"2018-02-26 09:13:03","2018-02-26 09:13:03"
"RK20180226094",1474,3105,"低合金卷",1,18.4065,2,"2018-02-26 09:13:03","2018-02-26 09:13:03"
"RK20180224173",952,3109,"热卷",3,47.383,2,"2018-02-26 09:19:09","2018-02-26 09:19:09"
"RK20180226100",502,33419,"矩形坯",36,56.2072,2,"2018-02-26 09:22:29","2018-02-26 09:22:29"
"RK20180226114",456,3109,"热卷",5,27.8635,2,"2018-02-26 09:51:35","2018-02-26 09:51:35"
"RK20180226117",502,33419,"矩形坯",36,56.1379,2,"2018-02-26 10:03:07","2018-02-26 10:03:07"
"RK20180226129",1400,3105,"低合金卷",2,40.5195,2,"2018-02-26 10:25:12","2018-02-26 10:25:12"
"RK20180226129",1400,3109,"热卷",41,595.973,2,"2018-02-26 10:25:12","2018-02-26 10:25:12"
"RK20180226129",1400,379,"花纹卷",5,38.626,2,"2018-02-26 10:25:12","2018-02-26 10:25:12"
"RK20180226132",305,3109,"热卷",2,26.6,2,"2018-02-26 10:33:07","2018-02-26 10:33:07"
"RK20180226134",305,3109,"热卷",1,14.735,2,"2018-02-26 10:34:57","2018-02-26 10:34:57"
"RK20180226137",435,3109,"热卷",6,122.7065,2,"2018-02-26 10:39:20","2018-02-26 10:39:20"
"RK20180226136",1462,33439,"樟子松",8,16.2939,2,"2018-02-26 10:40:24","2018-02-26 10:40:24"
"RK20180226139",193,3109,"热卷",1,12.509,2,"2018-02-26 10:41:18","2018-02-26 10:41:18"
"RK20180226138",1462,33439,"樟子松",8,16.6474,2,"2018-02-26 10:42:04","2018-02-26 10:42:04"
"RK20180226141",193,3109,"热卷",8,57.89,2,"2018-02-26 10:46:15","2018-02-26 10:46:15"
"RK20180226142",2164,3115,"冷卷",2,10.752,2,"2018-02-26 10:47:31","2018-02-26 10:47:31"
"RK20180226143",2164,3115,"冷卷",1,8.085,2,"2018-02-26 10:48:39","2018-02-26 10:48:39"
"RK20180226144",1102,3109,"热卷",1,7.399,2,"2018-02-26 10:50:16","2018-02-26 10:50:16"
"RK20180226146",2192,3109,"热卷",2,29.302,2,"2018-02-26 10:51:07","2018-02-26 10:51:07"
"RK20180226147",2192,3109,"热卷",1,6.93,2,"2018-02-26 10:53:27","2018-02-26 10:53:27"
"RK20180226149",2192,3109,"热卷",1,11.711,2,"2018-02-26 10:54:35","2018-02-26 10:54:35"
"RK20180226150",2192,3109,"热卷",1,19.6735,2,"2018-02-26 10:55:19","2018-02-26 10:55:19"
"RK20180226151",2192,3109,"热卷",1,13.531,2,"2018-02-26 10:55:59","2018-02-26 10:55:59"
"RK20180226153",2192,3109,"热卷",1,19.796,2,"2018-02-26 10:57:01","2018-02-26 10:57:01"
"RK20180226154",2192,3109,"热卷",1,8.309,2,"2018-02-26 10:57:49","2018-02-26 10:57:49"
"RK20180226156",2192,3109,"热卷",1,6.1635,2,"2018-02-26 10:58:26","2018-02-26 10:58:26"
"RK20180226155",501,3138,"硬线",30,40.6,2,"2018-02-26 10:55:10","2018-02-26 10:58:45"
"RK20180226157",2192,3109,"热卷",1,15.708,2,"2018-02-26 10:59:09","2018-02-26 10:59:09"
"RK20180226159",435,3105,"低合金卷",1,20.153,2,"2018-02-26 10:59:25","2018-02-26 10:59:25"
"RK20180226159",435,3109,"热卷",3,60.501,2,"2018-02-26 10:59:25","2018-02-26 10:59:25"
"RK20180226158",2192,3109,"热卷",1,10.0135,2,"2018-02-26 10:59:47","2018-02-26 10:59:47"
"RK20180226160",2192,3109,"热卷",1,21.098,2,"2018-02-26 11:00:25","2018-02-26 11:00:25"
"RK20180226162",501,3138,"硬线",32,44.1,2,"2018-02-26 10:59:30","2018-02-26 11:01:06"
"RK20180226163",2192,3109,"热卷",2,39.62,2,"2018-02-26 11:02:02","2018-02-26 11:02:02"
"RK20180226166",250,3109,"热卷",1,20.1915,2,"2018-02-26 11:04:41","2018-02-26 11:04:41"
"RK20180226165",501,3138,"硬线",24,32.9,2,"2018-02-26 11:01:33","2018-02-26 11:06:27"
"RK20180226170",250,3109,"热卷",1,7.4725,2,"2018-02-26 11:07:44","2018-02-26 11:07:44"
"RK20180226172",344,3109,"热卷",1,7.8785,2,"2018-02-26 11:09:17","2018-02-26 11:09:17"
"RK20180226171",501,3138,"硬线",24,32.9,2,"2018-02-26 11:07:26","2018-02-26 11:09:40"
"RK20180226174",2192,3109,"热卷",3,59.8815,2,"2018-02-26 11:10:19","2018-02-26 11:10:19"
"RK20180226177",2192,3115,"冷卷",1,6.678,2,"2018-02-26 11:11:12","2018-02-26 11:11:12"
"RK20180226175",501,3138,"硬线",24,32.9,2,"2018-02-26 11:10:07","2018-02-26 11:11:17"
"RK20180226179",245,3109,"热卷",1,19.8205,2,"2018-02-26 11:12:03","2018-02-26 11:12:03"
"RK20180226180",502,33419,"矩形坯",36,56.0063,2,"2018-02-26 11:12:05","2018-02-26 11:12:05"
"RK20180226182",2192,3115,"冷卷",1,4.459,2,"2018-02-26 11:15:07","2018-02-26 11:15:07"
"RK20180226183",2192,3115,"冷卷",1,4.914,2,"2018-02-26 11:15:47","2018-02-26 11:15:47"
"RK20180226187",1850,3115,"冷卷",4,23.527,2,"2018-02-26 11:17:15","2018-02-26 11:17:15"
"RK20180226188",2192,3115,"冷卷",1,5.243,2,"2018-02-26 11:18:00","2018-02-26 11:18:00"
"RK20180226189",2192,3115,"冷卷",1,6.405,2,"2018-02-26 11:18:53","2018-02-26 11:18:53"
"RK20180226190",2192,3115,"冷卷",1,6.496,2,"2018-02-26 11:19:22","2018-02-26 11:19:22"
"RK20180226192",502,33419,"矩形坯",36,56.3185,2,"2018-02-26 11:19:31","2018-02-26 11:19:31"
"RK20180226193",2192,3115,"冷卷",1,5.397,2,"2018-02-26 11:19:52","2018-02-26 11:19:52"
"RK20180226195",2192,3115,"冷卷",3,16.653,2,"2018-02-26 11:21:25","2018-02-26 11:21:25"
"RK20180226196",2192,3115,"冷卷",1,8.197,2,"2018-02-26 11:22:10","2018-02-26 11:22:10"
