"c2014","c2015","c2016","c2017","c2018","c2019","c2020","c2021","c2022"
"CK20180226107",501,3138,"硬线",22,30.8,11,"2018-02-26 10:10:09","2018-02-26 10:10:23"
"CKW20180226008",684,3109,"热卷",1,20.6955,11,"2018-02-26 10:13:33","2018-02-26 10:13:33"
"CKW20180226009",297,3109,"热卷",3,45.927,11,"2018-02-26 10:18:34","2018-02-26 10:18:34"
"CKW20180226010",446,3105,"低合金卷",2,15.274,11,"2018-02-26 10:19:20","2018-02-26 10:19:20"
"CKW20180226011",193,3109,"热卷",1,19.9185,11,"2018-02-26 10:20:35","2018-02-26 10:20:35"
"CK20180226103",435,3109,"热卷",1,23.681,11,"2018-02-26 10:01:55","2018-02-26 10:24:06"
"CK20180226102",435,3109,"热卷",2,40.257,11,"2018-02-26 10:01:37","2018-02-26 10:24:24"
"CK20180226120",169,3105,"低合金卷",2,40.5195,11,"2018-02-26 10:25:12","2018-02-26 10:25:12"
"CK20180226120",169,3109,"热卷",41,595.973,11,"2018-02-26 10:25:12","2018-02-26 10:25:12"
"CK20180226120",169,379,"花纹卷",5,38.626,11,"2018-02-26 10:25:12","2018-02-26 10:25:12"
"CK20180226111",1542,3109,"热卷",4,58.723,11,"2018-02-26 10:19:46","2018-02-26 10:27:01"
"CK20180226116",435,3109,"热卷",1,20.0725,11,"2018-02-26 10:24:38","2018-02-26 10:29:02"
"CK20180226114",435,3109,"热卷",2,46.893,11,"2018-02-26 10:23:36","2018-02-26 10:29:17"
"CK20180226126",192,3109,"热卷",2,26.6,11,"2018-02-26 10:33:07","2018-02-26 10:33:07"
"CK20180226129",192,3109,"热卷",1,14.735,11,"2018-02-26 10:34:57","2018-02-26 10:34:57"
"CKW20180226012",305,3109,"热卷",3,41.335,11,"2018-02-26 10:36:36","2018-02-26 10:36:36"
"CK20180226133",1400,3109,"热卷",6,122.7065,11,"2018-02-26 10:39:20","2018-02-26 10:39:20"
"CK20180226113",435,3109,"热卷",1,23.8525,11,"2018-02-26 10:23:33","2018-02-26 10:39:47"
"CK20180226112",435,3109,"热卷",2,43.988,11,"2018-02-26 10:22:21","2018-02-26 10:40:03"
"CK20180226135",1400,3109,"热卷",1,12.509,11,"2018-02-26 10:41:18","2018-02-26 10:41:18"
"CK20180226130",1231,3109,"热卷",2,28.924,11,"2018-02-26 10:35:52","2018-02-26 10:41:29"
"CK20180226139",1551,3109,"热卷",8,57.89,11,"2018-02-26 10:46:15","2018-02-26 10:46:15"
"CK20180226140",1161,3115,"冷卷",2,10.752,11,"2018-02-26 10:47:31","2018-02-26 10:47:31"
"CK20180226141",1161,3115,"冷卷",1,8.085,11,"2018-02-26 10:48:39","2018-02-26 10:48:39"
"CK20180226142",1400,3109,"热卷",1,7.399,11,"2018-02-26 10:50:16","2018-02-26 10:50:16"
"CK20180226145",1161,3109,"热卷",2,29.302,11,"2018-02-26 10:51:07","2018-02-26 10:51:07"
"CK20180226147",1161,3109,"热卷",1,6.93,11,"2018-02-26 10:53:27","2018-02-26 10:53:27"
"CK20180226150",1161,3109,"热卷",1,11.711,11,"2018-02-26 10:54:35","2018-02-26 10:54:35"
"CK20180226152",1161,3109,"热卷",1,19.6735,11,"2018-02-26 10:55:19","2018-02-26 10:55:19"
"CK20180226153",1161,3109,"热卷",1,13.531,11,"2018-02-26 10:55:59","2018-02-26 10:55:59"
"CK20180226155",1161,3109,"热卷",1,19.796,11,"2018-02-26 10:57:01","2018-02-26 10:57:01"
"CKW20180226013",273,3109,"热卷",1,6.391,11,"2018-02-26 10:57:04","2018-02-26 10:57:04"
"CK20180226156",1161,3109,"热卷",1,8.309,11,"2018-02-26 10:57:49","2018-02-26 10:57:49"
"CK20180226157",1161,3109,"热卷",1,6.1635,11,"2018-02-26 10:58:26","2018-02-26 10:58:26"
"CK20180226134",1699,3115,"冷卷",8,60.928,11,"2018-02-26 10:41:04","2018-02-26 10:58:26"
"CK20180226158",1161,3109,"热卷",1,15.708,11,"2018-02-26 10:59:09","2018-02-26 10:59:09"
"CK20180226160",1621,3105,"低合金卷",1,20.153,11,"2018-02-26 10:59:25","2018-02-26 10:59:25"
"CK20180226160",1621,3109,"热卷",3,60.501,11,"2018-02-26 10:59:25","2018-02-26 10:59:25"
"CK20180226159",1161,3109,"热卷",1,10.0135,11,"2018-02-26 10:59:47","2018-02-26 10:59:47"
"CK20180226161",1161,3109,"热卷",1,21.098,11,"2018-02-26 11:00:25","2018-02-26 11:00:25"
"CKW20180226014",1846,3115,"冷卷",1,5.334,11,"2018-02-26 11:00:35","2018-02-26 11:00:35"
"CK20180226154",1231,3109,"热卷",2,31.367,11,"2018-02-26 10:56:22","2018-02-26 11:01:28"
"CK20180226151",1542,3109,"热卷",1,14.7,11,"2018-02-26 10:55:29","2018-02-26 11:01:32"
"CK20180226151",1542,3105,"低合金卷",2,33.5895,11,"2018-02-26 10:55:29","2018-02-26 11:01:32"
"CK20180226151",1542,379,"花纹卷",1,14.938,11,"2018-02-26 10:55:29","2018-02-26 11:01:32"
"CK20180226132",1231,3109,"热卷",1,15.708,11,"2018-02-26 10:40:28","2018-02-26 11:01:58"
"CK20180226163",1161,3109,"热卷",2,39.62,11,"2018-02-26 11:02:02","2018-02-26 11:02:02"
"CK20180226131",1231,3109,"热卷",2,31.325,11,"2018-02-26 10:39:50","2018-02-26 11:02:10"
"CK20180226166",216,3109,"热卷",1,20.1915,11,"2018-02-26 11:04:41","2018-02-26 11:04:41"
"CKW20180226015",194,3115,"冷卷",1,5.243,11,"2018-02-26 11:06:36","2018-02-26 11:06:36"
"CKW20180226015",273,3115,"冷卷",4,22.729,11,"2018-02-26 11:06:36","2018-02-26 11:06:36"
"CK20180226170",216,3109,"热卷",1,7.4725,11,"2018-02-26 11:07:44","2018-02-26 11:07:44"
"CK20180226171",216,3109,"热卷",1,7.8785,11,"2018-02-26 11:09:17","2018-02-26 11:09:17"
"CKW20180226016",273,3115,"冷卷",5,33.467,11,"2018-02-26 11:10:03","2018-02-26 11:10:03"
"CK20180226172",1161,3109,"热卷",3,59.8815,11,"2018-02-26 11:10:19","2018-02-26 11:10:19"
"CK20180226175",1161,3115,"冷卷",1,6.678,11,"2018-02-26 11:11:12","2018-02-26 11:11:12"
"CK20180226176",179,3109,"热卷",1,19.8205,11,"2018-02-26 11:12:03","2018-02-26 11:12:03"
"CK20180226177",952,33419,"矩形坯",36,56.0063,11,"2018-02-26 11:12:05","2018-02-26 11:12:05"
"CK20180226178",502,33419,"矩形坯",36,56.0063,11,"2018-02-26 11:13:24","2018-02-26 11:13:36"
"CK20180226181",1161,3115,"冷卷",1,4.459,11,"2018-02-26 11:15:07","2018-02-26 11:15:07"
"CK20180226182",1161,3115,"冷卷",1,4.914,11,"2018-02-26 11:15:47","2018-02-26 11:15:47"
"CKW20180226017",1212,3105,"低合金卷",1,20.0522,11,"2018-02-26 11:16:47","2018-02-26 11:16:47"
"CKW20180226017",1212,3109,"热卷",67,1312.6988,11,"2018-02-26 11:16:47","2018-02-26 11:16:47"
"CK20180226183",1590,3115,"冷卷",4,23.527,11,"2018-02-26 11:17:15","2018-02-26 11:17:15"
"CKW20180226018",1476,3109,"热卷",2,19.698,11,"2018-02-26 11:17:28","2018-02-26 11:17:28"
"CK20180226184",1161,3115,"冷卷",1,5.243,11,"2018-02-26 11:18:00","2018-02-26 11:18:00"
"CK20180226185",1161,3115,"冷卷",1,6.405,11,"2018-02-26 11:18:53","2018-02-26 11:18:53"
"CK20180226187",1161,3115,"冷卷",1,6.496,11,"2018-02-26 11:19:22","2018-02-26 11:19:22"
"CK20180226188",952,33419,"矩形坯",36,56.3185,11,"2018-02-26 11:19:31","2018-02-26 11:19:31"
"CK20180226189",1161,3115,"冷卷",1,5.397,11,"2018-02-26 11:19:52","2018-02-26 11:19:52"
"CK20180226190",502,33419,"矩形坯",36,56.3185,11,"2018-02-26 11:20:47","2018-02-26 11:20:55"
"CK20180226192",1161,3115,"冷卷",3,16.653,11,"2018-02-26 11:21:25","2018-02-26 11:21:25"
"CK20180226136",1850,3115,"冷卷",1,5.803,11,"2018-02-26 10:44:23","2018-02-26 11:21:40"
"CK20180226194",1161,3115,"冷卷",1,8.197,11,"2018-02-26 11:22:10","2018-02-26 11:22:10"
"CK20180226186",1699,3115,"冷卷",7,58.786,11,"2018-02-26 11:19:20","2018-02-26 11:22:52"
"CK20180226195",1161,3115,"冷卷",1,4.557,11,"2018-02-26 11:23:18","2018-02-26 11:23:18"
"CKW20180226019",194,3109,"热卷",1,20.86,11,"2018-02-26 11:23:22","2018-02-26 11:23:22"
"CKW20180226019",194,3105,"低合金卷",1,7.455,11,"2018-02-26 11:23:22","2018-02-26 11:23:22"
"CK20180226196",1161,3115,"冷卷",1,6.363,11,"2018-02-26 11:24:37","2018-02-26 11:24:37"
"CK20180226197",1161,3115,"冷卷",2,10.542,11,"2018-02-26 11:25:25","2018-02-26 11:25:25"
"CK20180226201",1161,3115,"冷卷",1,6.146,11,"2018-02-26 11:26:07","2018-02-26 11:26:07"
"CK20180226193",364,3115,"冷卷",1,3.745,11,"2018-02-26 11:22:03","2018-02-26 11:26:11"
"CK20180226202",1161,3115,"冷卷",1,3.822,11,"2018-02-26 11:26:39","2018-02-26 11:26:39"
"CK20180226122",591,3115,"冷卷",1,3.92,11,"2018-02-26 10:27:35","2018-02-26 11:26:56"
"CK20180226205",1161,3115,"冷卷",1,4.424,11,"2018-02-26 11:27:25","2018-02-26 11:27:25"
"CK20180226206",501,3128,"螺纹钢",36,68.544,11,"2018-02-26 11:27:58","2018-02-26 11:28:11"
"CK20180226214",169,3115,"冷卷",4,15.197,11,"2018-02-26 11:28:13","2018-02-26 11:28:13"
"CK20180226208",1161,3115,"冷卷",2,10.738,11,"2018-02-26 11:28:50","2018-02-26 11:28:50"
"CKW20180226020",220,3109,"热卷",2,15.232,11,"2018-02-26 11:29:06","2018-02-26 11:29:06"
"CK20180226198",967,33330,"热轧带钢",10,32.305,11,"2018-02-26 11:25:44","2018-02-26 11:29:26"
"CK20180226211",1161,3115,"冷卷",2,8.995,11,"2018-02-26 11:29:26","2018-02-26 11:29:26"
"CK20180226212",1161,3115,"冷卷",1,6.44,11,"2018-02-26 11:30:02","2018-02-26 11:30:02"
"CK20180226213",1161,3115,"冷卷",1,5.215,11,"2018-02-26 11:31:09","2018-02-26 11:31:09"
"CK20180226207",1699,3115,"冷卷",7,57.218,11,"2018-02-26 11:28:58","2018-02-26 11:31:37"
"CK20180226215",1161,3115,"冷卷",2,11.431,11,"2018-02-26 11:31:45","2018-02-26 11:31:45"
"CK20180226216",297,3114,"冷板",4,14.161,11,"2018-02-26 11:32:31","2018-02-26 11:32:31"
"CK20180226219",1640,33441,"不锈钢冷卷",8,50.3006,11,"2018-02-26 11:33:12","2018-02-26 11:33:12"
"CKW20180226021",193,3109,"热卷",2,12.439,11,"2018-02-26 11:34:40","2018-02-26 11:34:40"
"CKW20180226022",193,3109,"热卷",1,19.8205,11,"2018-02-26 11:37:25","2018-02-26 11:37:25"
"CKW20180226023",232,3109,"热卷",1,6.3735,11,"2018-02-26 11:38:50","2018-02-26 11:38:50"
"CK20180226222",1947,33490,"焊丝焊线",16,23.2148,11,"2018-02-26 11:38:49","2018-02-26 11:39:02"
"CK20180226223",501,3138,"硬线",26,34.125,11,"2018-02-26 11:40:01","2018-02-26 11:40:08"
"CK20180226224",169,318,"连铸方坯",8,39.284,11,"2018-02-26 11:40:23","2018-02-26 11:40:23"
"CK20180226226",2462,33527,"盘圆",100,139.2132,11,"2018-02-26 11:41:47","2018-02-26 11:41:47"
"CK20180226225",973,3119,"镀锌卷",9,42.945,11,"2018-02-26 11:41:42","2018-02-26 11:41:54"
"CK20180226227",364,3115,"冷卷",2,10.584,11,"2018-02-26 11:44:13","2018-02-26 11:44:13"
"CK20180226229",364,3115,"冷卷",3,16.324,11,"2018-02-26 11:45:18","2018-02-26 11:45:18"
"CK20180226228",972,3114,"冷板",1,3.353,11,"2018-02-26 11:45:22","2018-02-26 11:45:32"
"CK20180226230",952,33419,"矩形坯",40,62.5303,11,"2018-02-26 11:46:21","2018-02-26 11:46:21"
"CK20180226220",1699,3115,"冷卷",3,26.005,11,"2018-02-26 11:38:02","2018-02-26 11:47:22"
"CK20180226234",502,33419,"矩形坯",40,62.5303,11,"2018-02-26 11:47:28","2018-02-26 11:47:34"
"CK20180226162",1699,3115,"冷卷",4,32.459,11,"2018-02-26 11:01:11","2018-02-26 11:47:36"
"CK20180226237",364,3115,"冷卷",2,9.338,11,"2018-02-26 11:48:30","2018-02-26 11:48:30"
"CK20180226235",312,3114,"冷板",2,7.994,11,"2018-02-26 11:49:15","2018-02-26 11:49:22"
"CKW20180226025",948,3105,"低合金卷",1,19.7505,11,"2018-02-26 11:49:52","2018-02-26 11:49:52"
"CK20180226238",364,3115,"冷卷",4,21.882,11,"2018-02-26 11:52:14","2018-02-26 11:52:14"
"CK20180226239",297,3115,"冷卷",1,5.103,11,"2018-02-26 11:55:09","2018-02-26 11:55:09"
"CK20180226240",952,33419,"矩形坯",32,50.2796,11,"2018-02-26 11:55:22","2018-02-26 11:55:22"
"CK20180226241",297,3109,"热卷",1,21.049,11,"2018-02-26 11:55:38","2018-02-26 11:55:38"
"CK20180226231",702,3109,"热卷",2,35.1715,11,"2018-02-26 11:47:16","2018-02-26 11:56:12"
"CK20180226231",702,3105,"低合金卷",1,23.443,11,"2018-02-26 11:47:16","2018-02-26 11:56:12"
"CK20180226244",502,33419,"矩形坯",32,50.2796,11,"2018-02-26 11:56:31","2018-02-26 11:56:36"
"CK20180226236",1699,3115,"冷卷",8,62.951,11,"2018-02-26 11:51:17","2018-02-26 11:58:58"
"CK20180226245",179,3109,"热卷",1,12.0015,11,"2018-02-26 11:59:04","2018-02-26 11:59:04"
"CKW20180226026",1091,3109,"热卷",1,20.1915,11,"2018-02-26 11:59:25","2018-02-26 11:59:25"
"CKW20180226027",193,3109,"热卷",2,29.323,11,"2018-02-26 11:59:56","2018-02-26 11:59:56"
"CK20180226249",1946,3109,"热卷",3,46.669,11,"2018-02-26 12:01:08","2018-02-26 12:01:08"
"CKW20180226028",193,3109,"热卷",1,12.509,11,"2018-02-26 12:02:44","2018-02-26 12:02:44"
"CK20180226250",216,3105,"低合金卷",1,20.713,11,"2018-02-26 12:03:33","2018-02-26 12:03:33"
"CK20180226251",344,3109,"热卷",1,7.8785,11,"2018-02-26 12:03:50","2018-02-26 12:03:50"
"CK20180226252",1621,3109,"热卷",7,85.442,11,"2018-02-26 12:03:51","2018-02-26 12:03:51"
"CKW20180226029",193,3109,"热卷",1,19.5965,11,"2018-02-26 12:05:25","2018-02-26 12:05:25"
"CK20180226253",216,3109,"热卷",1,20.5345,11,"2018-02-26 12:07:23","2018-02-26 12:07:23"
"CK20180226254",216,3109,"热卷",1,19.8485,11,"2018-02-26 12:08:02","2018-02-26 12:08:02"
"CK20180226255",501,3128,"螺纹钢",29,59.885,11,"2018-02-26 12:09:15","2018-02-26 12:09:25"
"CK20180226256",952,33419,"矩形坯",36,56.2254,11,"2018-02-26 12:12:46","2018-02-26 12:12:46"
"CK20180226257",502,33419,"矩形坯",36,56.2254,11,"2018-02-26 12:14:15","2018-02-26 12:14:23"
"CKW20180226030",193,3109,"热卷",1,20.643,11,"2018-02-26 12:14:32","2018-02-26 12:14:32"
"CK20180226260",291,3105,"低合金卷",5,28.084,11,"2018-02-26 12:17:55","2018-02-26 12:18:02"
"CKW20180226031",2049,3109,"热卷",3,46.669,11,"2018-02-26 12:22:52","2018-02-26 12:22:52"
"CK20180226261",952,33419,"矩形坯",36,56.3731,11,"2018-02-26 12:26:03","2018-02-26 12:26:03"
"CK20180226262",502,33419,"矩形坯",36,56.3731,11,"2018-02-26 12:27:55","2018-02-26 12:28:03"
"CK20180226266",501,3138,"硬线",26,34.2321,11,"2018-02-26 12:34:04","2018-02-26 12:34:12"
"CKW20180226032",760,3109,"热卷",2,21.728,11,"2018-02-26 12:37:44","2018-02-26 12:37:44"
"CKW20180226033",245,3109,"热卷",2,31.822,11,"2018-02-26 12:41:47","2018-02-26 12:41:47"
"CKW20180226034",1850,3115,"冷卷",2,12.684,11,"2018-02-26 12:43:17","2018-02-26 12:43:17"
"CK20180226275",433,376,"低合金中板",13,31.6652,11,"2018-02-26 12:47:01","2018-02-26 12:47:01"
"CK20180226267",248,3109,"热卷",1,11.375,11,"2018-02-26 12:41:27","2018-02-26 12:48:37"
"CK20180226272",297,3109,"热卷",1,9.338,11,"2018-02-26 12:51:48","2018-02-26 12:51:48"
"CK20180226276",169,3119,"镀锌卷",55,269.549,11,"2018-02-26 12:55:13","2018-02-26 12:55:13"
"CKW20180226035",345,3115,"冷卷",1,6.167,11,"2018-02-26 13:02:55","2018-02-26 13:02:55"
"CK20180226278",1400,3115,"冷卷",3,10.934,11,"2018-02-26 13:05:05","2018-02-26 13:05:05"
"CK20180226279",193,3109,"热卷",2,14.9975,11,"2018-02-26 13:05:52","2018-02-26 13:05:52"
"CKW20180226036",948,3115,"冷卷",1,5.103,11,"2018-02-26 13:10:08","2018-02-26 13:10:08"
"CK20180226280",433,33386,"普碳中厚板",4,18.4814,11,"2018-02-26 13:13:27","2018-02-26 13:13:40"
"CKW20180226037",1846,3115,"冷卷",3,13.475,11,"2018-02-26 13:14:08","2018-02-26 13:14:08"
"CK20180226289",952,33419,"矩形坯",36,56.406,11,"2018-02-26 13:18:39","2018-02-26 13:18:39"
"CK20180226290",1400,3119,"镀锌卷",2,10.591,11,"2018-02-26 13:19:00","2018-02-26 13:19:00"
"CKW20180226038",471,3120,"酸洗卷",3,12.733,11,"2018-02-26 13:19:18","2018-02-26 13:19:18"
"CK20180226291",502,33419,"矩形坯",36,56.406,11,"2018-02-26 13:20:15","2018-02-26 13:20:26"
"CK20180226293",948,3109,"热卷",1,9.338,11,"2018-02-26 13:22:26","2018-02-26 13:22:26"
"CKW20180226039",1560,3109,"热卷",4,22.799,11,"2018-02-26 13:22:29","2018-02-26 13:22:29"
"CKW20180226040",527,3109,"热卷",1,9.338,11,"2018-02-26 13:23:09","2018-02-26 13:23:09"
"CKW20180226041",191,33320,"镀铝锌卷",4,15.295,11,"2018-02-26 13:26:19","2018-02-26 13:26:19"
"CK20180226309",1400,3119,"镀锌卷",43,206.983,11,"2018-02-26 13:27:38","2018-02-26 13:27:38"
"CK20180226297",1400,3114,"冷板",1,3.066,11,"2018-02-26 13:27:41","2018-02-26 13:27:41"
"CKW20180226042",273,3109,"热卷",1,14.406,11,"2018-02-26 13:28:14","2018-02-26 13:28:14"
"CK20180226298",1668,3109,"热卷",1,20.405,11,"2018-02-26 13:29:07","2018-02-26 13:29:07"
"CK20180226299",760,3109,"热卷",1,13.2755,11,"2018-02-26 13:29:52","2018-02-26 13:29:52"
"CK20180226301",1668,3109,"热卷",1,14.686,11,"2018-02-26 13:30:21","2018-02-26 13:30:21"
"CK20180226304",169,3119,"镀锌卷",6,31.549,11,"2018-02-26 13:32:46","2018-02-26 13:32:46"
"CK20180226305",169,3119,"镀锌卷",8,38.423,11,"2018-02-26 13:34:05","2018-02-26 13:34:05"
"CK20180226310",1640,33441,"不锈钢冷卷",8,40.4621,11,"2018-02-26 13:35:37","2018-02-26 13:35:37"
"CK20180226308",169,3119,"镀锌卷",6,25.578,11,"2018-02-26 13:35:41","2018-02-26 13:35:41"
"CK20180226316",1640,33441,"不锈钢冷卷",8,40.9248,11,"2018-02-26 13:38:04","2018-02-26 13:38:04"
"CK20180226311",177,3115,"冷卷",2,13.972,11,"2018-02-26 13:38:43","2018-02-26 13:38:43"
"CK20180226285",1223,3115,"冷卷",2,10.416,11,"2018-02-26 13:16:36","2018-02-26 13:39:45"
"CK20180226292",177,3115,"冷卷",1,8.1025,11,"2018-02-26 13:21:00","2018-02-26 13:40:17"
"CK20180226286",177,3115,"冷卷",2,17.283,11,"2018-02-26 13:16:42","2018-02-26 13:40:31"
"CK20180226314",169,318,"连铸方坯",8,40.936,11,"2018-02-26 13:41:56","2018-02-26 13:41:56"
"CK20180226315",632,3100,"彩涂卷",5,14.336,11,"2018-02-26 13:42:23","2018-02-26 13:42:46"
"CK20180226319",1640,33441,"不锈钢冷卷",8,37.6516,11,"2018-02-26 13:43:22","2018-02-26 13:43:22"
"CK20180226317",2333,323,"无缝管",6,46.0152,11,"2018-02-26 13:42:18","2018-02-26 13:43:48"
"CKW20180226043",2454,3119,"镀锌卷",12,54.705,11,"2018-02-26 13:47:35","2018-02-26 13:47:35"
"CKW20180226043",702,3119,"镀锌卷",3,11.669,11,"2018-02-26 13:47:35","2018-02-26 13:47:35"
"CK20180226325",1640,33441,"不锈钢冷卷",6,31.9529,11,"2018-02-26 13:49:32","2018-02-26 13:49:32"
"CK20180226320",952,33419,"矩形坯",40,62.2769,11,"2018-02-26 13:50:33","2018-02-26 13:50:33"
