"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180422314",257,33402,"特殊合金卷",2,40.474,2,"2018-04-23 01:03:44","2018-04-23 01:03:44"
"RK20180422301",292,3109,"热卷",2,41.0725,2,"2018-04-23 01:04:42","2018-04-23 01:04:42"
"RK20180422239",273,3105,"低合金卷",2,36.414,2,"2018-04-23 01:04:47","2018-04-23 01:04:47"
"RK20180422238",273,3105,"低合金卷",2,33.957,2,"2018-04-23 01:07:01","2018-04-23 01:07:01"
"RK20180422237",273,3105,"低合金卷",2,33.859,2,"2018-04-23 01:08:54","2018-04-23 01:08:54"
"RK20180422303",292,3109,"热卷",1,20.496,2,"2018-04-23 01:09:37","2018-04-23 01:09:37"
"RK20180422229",1400,3109,"热卷",4,34.8635,2,"2018-04-23 01:10:43","2018-04-23 01:10:43"
"RK20180422221",1400,3109,"热卷",1,20.4435,2,"2018-04-23 01:10:57","2018-04-23 01:10:57"
"RK20180422241",273,3109,"热卷",1,19.894,2,"2018-04-23 01:11:22","2018-04-23 01:11:22"
"RK20180422241",273,3105,"低合金卷",1,20.447,2,"2018-04-23 01:11:22","2018-04-23 01:11:22"
"RK20180422240",273,3105,"低合金卷",2,33.873,2,"2018-04-23 01:13:17","2018-04-23 01:13:17"
"RK20180422223",1400,3109,"热卷",4,34.874,2,"2018-04-23 01:15:24","2018-04-23 01:15:24"
"RK20180422026",1161,3109,"热卷",2,31.437,2,"2018-04-23 01:15:31","2018-04-23 01:15:31"
"RK20180422209",1400,3109,"热卷",5,44.0825,2,"2018-04-23 01:15:53","2018-04-23 01:15:53"
"RK20180422230",1400,3109,"热卷",4,34.8425,2,"2018-04-23 01:23:00","2018-04-23 01:23:00"
"RK20180422294",1588,3115,"冷卷",2,9.772,2,"2018-04-23 01:26:01","2018-04-23 01:26:01"
"RK20180422021",1161,3115,"冷卷",3,19.432,2,"2018-04-23 01:30:19","2018-04-23 01:30:19"
"RK20180422225",1400,3109,"热卷",4,34.65,2,"2018-04-23 01:30:53","2018-04-23 01:30:53"
"RK20180423001",1699,3115,"冷卷",1,8.533,2,"2018-04-23 01:32:31","2018-04-23 01:32:31"
"RK20180422300",1542,3105,"低合金卷",1,16.6845,2,"2018-04-23 01:38:46","2018-04-23 01:38:46"
"RK20180422279",760,3109,"热卷",1,17.78,2,"2018-04-23 01:39:54","2018-04-23 01:39:54"
"RK20180422019",1161,3115,"冷卷",3,19.551,2,"2018-04-23 01:39:59","2018-04-23 01:39:59"
"RK20180423002",1699,3115,"冷卷",3,23.625,2,"2018-04-23 01:40:48","2018-04-23 01:40:48"
"RK20180422312",297,3115,"冷卷",4,26.95,2,"2018-04-23 01:48:21","2018-04-23 01:48:21"
"RK20180422120",169,3115,"冷卷",2,19.166,2,"2018-04-23 01:49:36","2018-04-23 01:49:36"
"RK20180422309",297,3105,"低合金卷",1,23.1595,2,"2018-04-23 02:00:12","2018-04-23 02:00:12"
"RK20180422299",1542,3109,"热卷",1,22.022,2,"2018-04-23 02:01:32","2018-04-23 02:01:32"
"RK20180422275",760,3109,"热卷",2,41.1285,2,"2018-04-23 02:03:02","2018-04-23 02:03:02"
"RK20180422251",192,3115,"冷卷",3,16.849,2,"2018-04-23 02:51:21","2018-04-23 02:51:21"
"RK20180423003",1699,3115,"冷卷",2,17.311,2,"2018-04-23 02:53:26","2018-04-23 02:53:26"
"RK20180422234",972,3115,"冷卷",2,8.386,2,"2018-04-23 02:53:56","2018-04-23 02:53:56"
"RK20180422227",1400,3115,"冷卷",2,8.946,2,"2018-04-23 02:56:01","2018-04-23 02:56:01"
"RK20180422272",269,3115,"冷卷",3,18.494,2,"2018-04-23 02:56:44","2018-04-23 02:56:44"
"RK20180423004",177,3115,"冷卷",5,36.995,2,"2018-04-23 02:57:04","2018-04-23 02:57:04"
"RK20180422020",1161,3115,"冷卷",1,6.202,2,"2018-04-23 02:57:55","2018-04-23 02:57:55"
"RK20180423005",177,3115,"冷卷",5,35.4445,2,"2018-04-23 03:01:58","2018-04-23 03:01:58"
"RK20180422134",169,3115,"冷卷",7,33.908,2,"2018-04-23 03:14:30","2018-04-23 03:14:30"
"RK20180423006",1699,3115,"冷卷",5,38.038,2,"2018-04-23 03:18:56","2018-04-23 03:18:56"
"RK20180422264",1628,3115,"冷卷",6,30.919,2,"2018-04-23 03:25:57","2018-04-23 03:25:57"
"RK20180423007",1699,3115,"冷卷",1,6.013,2,"2018-04-23 03:26:29","2018-04-23 03:26:29"
"RK20180423008",1699,3115,"冷卷",2,17.066,2,"2018-04-23 03:30:34","2018-04-23 03:30:34"
"RK20180422123",169,3115,"冷卷",5,44.373,2,"2018-04-23 03:31:56","2018-04-23 03:31:56"
"RK20180423009",1699,3115,"冷卷",4,34.083,2,"2018-04-23 03:35:28","2018-04-23 03:35:28"
"RK20180423010",1699,3115,"冷卷",4,34.363,2,"2018-04-23 03:38:23","2018-04-23 03:38:23"
"RK20180422027",1161,3115,"冷卷",3,13.335,2,"2018-04-23 03:38:49","2018-04-23 03:38:49"
"RK20180422274",269,3115,"冷卷",1,6.048,2,"2018-04-23 03:41:14","2018-04-23 03:41:14"
"RK20180423011",1699,3115,"冷卷",4,34.538,2,"2018-04-23 03:44:35","2018-04-23 03:44:35"
"RK20180422308",297,3115,"冷卷",2,13.545,2,"2018-04-23 03:46:01","2018-04-23 03:46:01"
"RK20180423012",1699,3115,"冷卷",4,32.984,2,"2018-04-23 03:47:02","2018-04-23 03:47:02"
"RK20180422109",169,3109,"热卷",6,45.2935,2,"2018-04-23 03:57:46","2018-04-23 03:57:46"
"RK20180422114",169,3115,"冷卷",12,44.121,2,"2018-04-23 04:01:08","2018-04-23 04:01:08"
"RK20180423013",189,33326,"冷硬卷",2,30.1,2,"2018-04-23 04:24:45","2018-04-23 04:24:45"
"RK20180423014",189,33326,"冷硬卷",2,30.016,2,"2018-04-23 04:28:11","2018-04-23 04:28:11"
"RK20180423015",189,33326,"冷硬卷",2,29.96,2,"2018-04-23 04:36:32","2018-04-23 04:36:32"
"RK20180423016",189,33326,"冷硬卷",2,29.869,2,"2018-04-23 04:43:48","2018-04-23 04:43:48"
"RK20180423017",189,33326,"冷硬卷",2,29.526,2,"2018-04-23 04:46:14","2018-04-23 04:46:14"
"RK20180423018",180,33448,"八角锭",7,34.3,2,"2018-04-23 04:46:51","2018-04-23 04:46:51"
"RK20180423019",200,33419,"矩形坯",26,40.614,2,"2018-04-23 04:46:53","2018-04-23 04:46:53"
"RK20180423020",200,33419,"矩形坯",26,40.488,2,"2018-04-23 04:47:27","2018-04-23 04:47:27"
"RK20180423021",200,33419,"矩形坯",30,46.886,2,"2018-04-23 04:48:04","2018-04-23 04:48:04"
"RK20180423022",200,33419,"矩形坯",30,46.76,2,"2018-04-23 04:48:36","2018-04-23 04:48:36"
"RK20180423023",200,33419,"矩形坯",26,40.25,2,"2018-04-23 04:49:08","2018-04-23 04:49:08"
"RK20180423024",200,33419,"矩形坯",30,46.676,2,"2018-04-23 04:49:37","2018-04-23 04:49:37"
"RK20180423025",200,33419,"矩形坯",30,46.676,2,"2018-04-23 04:50:08","2018-04-23 04:50:08"
"RK20180422025",1161,3115,"冷卷",1,6.867,2,"2018-04-23 05:05:51","2018-04-23 05:05:51"
"RK20180422226",1400,3120,"酸洗卷",1,6.839,2,"2018-04-23 05:09:00","2018-04-23 05:09:00"
"RK20180422273",269,3115,"冷卷",4,25.221,2,"2018-04-23 05:10:58","2018-04-23 05:10:58"
"RK20180423026",2522,33326,"冷硬卷",2,33.159,2,"2018-04-23 05:17:44","2018-04-23 05:17:44"
"RK20180419249",1400,3109,"热卷",2,31.29,2,"2018-04-23 05:59:38","2018-04-23 05:59:38"
"RK20180419247",1400,3109,"热卷",3,46.97,2,"2018-04-23 06:00:04","2018-04-23 06:00:04"
"RK20180419246",1400,3109,"热卷",2,31.332,2,"2018-04-23 06:01:20","2018-04-23 06:01:20"
"RK20180419248",1400,3109,"热卷",3,47.096,2,"2018-04-23 06:02:21","2018-04-23 06:02:21"
"RK20180422022",1161,3109,"热卷",2,26.5125,2,"2018-04-23 06:04:43","2018-04-23 06:04:43"
"RK20180420151",2439,3109,"热卷",2,31.283,2,"2018-04-23 06:06:05","2018-04-23 06:06:05"
"RK20180423028",952,3109,"热卷",2,22.897,2,"2018-04-23 06:08:55","2018-04-23 06:08:55"
"RK20180422205",1400,3109,"热卷",1,20.58,2,"2018-04-23 06:12:39","2018-04-23 06:12:39"
"RK20180423029",NA,NA,"",2,0,0,"2018-04-23 06:13:06","2018-04-23 06:13:06"
"RK20180419240",427,3109,"热卷",3,47.082,2,"2018-04-23 06:14:07","2018-04-23 06:14:07"
"RK20180422276",760,3109,"热卷",1,20.636,2,"2018-04-23 06:14:09","2018-04-23 06:14:09"
"RK20180422280",760,3109,"热卷",1,20.454,2,"2018-04-23 06:19:01","2018-04-23 06:19:01"
"RK20180422218",1400,3109,"热卷",1,20.545,2,"2018-04-23 06:20:00","2018-04-23 06:20:00"
"RK20180422220",1400,3109,"热卷",2,40.4985,2,"2018-04-23 06:20:08","2018-04-23 06:20:08"
"RK20180422313",297,379,"花纹卷",2,14.476,2,"2018-04-23 06:22:32","2018-04-23 06:22:32"
"RK20180420150",2439,3109,"热卷",3,46.76,2,"2018-04-23 06:23:38","2018-04-23 06:23:38"
"RK20180422217",1400,3109,"热卷",4,27.685,2,"2018-04-23 06:24:59","2018-04-23 06:24:59"
"RK20180418188",1913,3119,"镀锌卷",10,42.5635,2,"2018-04-23 06:26:16","2018-04-23 06:26:16"
"RK20180422291",1589,3109,"热卷",1,19.488,2,"2018-04-23 06:26:27","2018-04-23 06:26:27"
"RK20180422284",216,3105,"低合金卷",1,20.118,2,"2018-04-23 06:27:53","2018-04-23 06:27:53"
"RK20180422213",1400,3109,"热卷",6,43.953,2,"2018-04-23 06:34:41","2018-04-23 06:34:41"
"RK20180422277",760,3109,"热卷",1,15.4665,2,"2018-04-23 06:36:14","2018-04-23 06:36:14"
"RK20180422243",192,3109,"热卷",1,14.917,2,"2018-04-23 06:37:29","2018-04-23 06:37:29"
"RK20180422278",760,3109,"热卷",2,40.859,2,"2018-04-23 06:39:15","2018-04-23 06:39:15"
"RK20180422281",760,3109,"热卷",2,40.761,2,"2018-04-23 06:41:17","2018-04-23 06:41:17"
"RK20180422262",330,3109,"热卷",1,20.468,2,"2018-04-23 06:41:17","2018-04-23 06:41:17"
"RK20180418189",1913,3119,"镀锌卷",8,35.882,2,"2018-04-23 06:43:02","2018-04-23 06:43:02"
"RK20180422228",1400,3109,"热卷",1,20.538,2,"2018-04-23 06:48:52","2018-04-23 06:48:52"
"RK20180422136",169,3109,"热卷",2,41.3,2,"2018-04-23 06:52:46","2018-04-23 06:52:46"
"RK20180418187",1913,3119,"镀锌卷",11,45.7555,2,"2018-04-23 06:59:15","2018-04-23 06:59:15"
"RK20180422282",760,3109,"热卷",2,41.1495,2,"2018-04-23 07:07:20","2018-04-23 07:07:20"
"RK20180422126",169,3115,"冷卷",4,37.912,2,"2018-04-23 07:16:02","2018-04-23 07:16:02"
"RK20180423030",2711,3115,"冷卷",2,16.667,2,"2018-04-23 07:16:32","2018-04-23 07:16:32"
"RK20180423480",1699,3115,"冷卷",2,14.91,2,"2018-04-23 07:16:32","2018-04-23 07:16:32"
"RK20180423542",2717,3115,"冷卷",1,8.498,2,"2018-04-23 07:16:32","2018-04-23 07:16:32"
"RK20180422118",169,3115,"冷卷",4,36.673,2,"2018-04-23 07:38:23","2018-04-23 07:38:23"
"RK20180423031",2517,3133,"圆钢",28,47.6,2,"2018-04-23 07:40:22","2018-04-23 07:40:22"
"RK20180422105",2119,3109,"热卷",1,19.677,2,"2018-04-23 07:40:31","2018-04-23 07:40:31"
"RK20180422063",273,3109,"热卷",2,45.731,2,"2018-04-23 07:41:56","2018-04-23 07:41:56"
"RK20180422051",1400,3109,"热卷",1,20.2125,2,"2018-04-23 07:42:04","2018-04-23 07:42:04"
"RK20180423033",1852,323,"无缝管",21,5.6518,2,"2018-04-23 07:43:14","2018-04-23 07:43:14"
"RK20180422173",1589,3109,"热卷",1,19.761,2,"2018-04-23 07:43:26","2018-04-23 07:43:26"
"RK20180423034",1474,323,"无缝管",11,23.5599,2,"2018-04-23 07:43:53","2018-04-23 07:43:53"
"RK20180422101",2119,3109,"热卷",1,20.1915,2,"2018-04-23 07:44:41","2018-04-23 07:44:41"
"RK20180423035",1474,323,"无缝管",11,29.7794,2,"2018-04-23 07:45:03","2018-04-23 07:45:03"
"RK20180423036",1474,323,"无缝管",11,29.5169,2,"2018-04-23 07:46:30","2018-04-23 07:46:30"
"RK20180422172",1589,3109,"热卷",2,33.873,2,"2018-04-23 07:48:15","2018-04-23 07:48:15"
"RK20180423454",1598,33320,"镀铝锌卷",6,34.475,2,"2018-04-23 07:49:29","2018-04-23 07:49:29"
"RK20180423037",1598,33320,"镀铝锌卷",6,31.836,2,"2018-04-23 07:49:29","2018-04-23 07:49:29"
"RK20180423466",1598,33320,"镀铝锌卷",14,102.879,2,"2018-04-23 07:49:29","2018-04-23 07:49:29"
"RK20180423455",1598,33320,"镀铝锌卷",6,37.548,2,"2018-04-23 07:49:29","2018-04-23 07:49:29"
"RK20180422064",273,3109,"热卷",2,46.27,2,"2018-04-23 07:50:59","2018-04-23 07:50:59"
"RK20180422193",297,379,"花纹卷",2,14.378,2,"2018-04-23 07:55:29","2018-04-23 07:55:29"
"RK20180422107",330,379,"花纹卷",2,14.273,2,"2018-04-23 07:57:36","2018-04-23 07:57:36"
"RK20180422179",292,3109,"热卷",1,20.475,2,"2018-04-23 08:02:01","2018-04-23 08:02:01"
"RK20180422092",2119,3109,"热卷",1,19.992,2,"2018-04-23 08:02:58","2018-04-23 08:02:58"
"RK20180420686",2669,372,"普碳中板",6,20.8978,2,"2018-04-23 08:03:21","2018-04-23 08:03:21"
"RK20180420679",1621,372,"普碳中板",5,23.6558,2,"2018-04-23 08:05:49","2018-04-23 08:05:49"
"RK20180422102",2119,3109,"热卷",2,40.32,2,"2018-04-23 08:05:58","2018-04-23 08:05:58"
"RK20180422095",2119,3109,"热卷",2,40.257,2,"2018-04-23 08:07:51","2018-04-23 08:07:51"
"RK20180420677",1212,372,"普碳中板",20,37.2148,2,"2018-04-23 08:15:27","2018-04-23 08:15:27"
"RK20180422655",1161,3109,"热卷",2,26.054,2,"2018-04-23 08:23:23","2018-04-23 08:23:23"
"RK20180422186",297,379,"花纹卷",1,7.5705,2,"2018-04-23 08:25:12","2018-04-23 08:25:12"
"RK20180422067",192,379,"花纹卷",1,7.6335,2,"2018-04-23 08:30:18","2018-04-23 08:30:18"
"RK20180422176",1542,379,"花纹卷",1,7.847,2,"2018-04-23 08:31:22","2018-04-23 08:31:22"
"RK20180422042",1400,3109,"热卷",4,30.275,2,"2018-04-23 09:11:34","2018-04-23 09:11:34"
"RK20180422682",169,3109,"热卷",2,40.1135,2,"2018-04-23 09:12:25","2018-04-23 09:12:25"
"RK20180422659",1161,3115,"冷卷",7,40.026,2,"2018-04-23 09:19:37","2018-04-23 09:19:37"
"RK20180422108",330,379,"花纹卷",1,5.943,2,"2018-04-23 09:20:57","2018-04-23 09:20:57"
"RK20180422161",760,3109,"热卷",2,41.0165,2,"2018-04-23 09:21:52","2018-04-23 09:21:52"
"RK20180422045",1400,3109,"热卷",2,16.94,2,"2018-04-23 09:23:23","2018-04-23 09:23:23"
"RK20180422033",1400,3109,"热卷",2,40.7995,2,"2018-04-23 09:24:18","2018-04-23 09:24:18"
"RK20180422041",1400,3109,"热卷",4,33.7015,2,"2018-04-23 09:34:50","2018-04-23 09:34:50"
"RK20180422162",760,3109,"热卷",1,20.335,2,"2018-04-23 09:34:54","2018-04-23 09:34:54"
"RK20180422048",1400,3109,"热卷",1,20.615,2,"2018-04-23 09:35:50","2018-04-23 09:35:50"
"RK20180422160",760,3109,"热卷",2,40.908,2,"2018-04-23 09:42:02","2018-04-23 09:42:02"
"RK20180423056",959,3109,"热卷",1,19.922,2,"2018-04-23 09:44:14","2018-04-23 09:44:14"
"RK20180422154",973,3115,"冷卷",1,5.334,2,"2018-04-23 09:44:32","2018-04-23 09:44:32"
"RK20180422683",169,33401,"车轮钢卷",1,17.6505,2,"2018-04-23 09:44:42","2018-04-23 09:44:42"
"RK20180422683",169,394,"大梁卷",1,16.2925,2,"2018-04-23 09:44:42","2018-04-23 09:44:42"
"RK20180422038",1400,3109,"热卷",1,20.097,2,"2018-04-23 09:47:15","2018-04-23 09:47:15"
"RK20180422159",760,3109,"热卷",1,20.496,2,"2018-04-23 09:51:26","2018-04-23 09:51:26"
"RK20180422163",760,3109,"热卷",2,40.4845,2,"2018-04-23 09:51:42","2018-04-23 09:51:42"
"RK20180422077",192,3115,"冷卷",4,20.664,2,"2018-04-23 09:53:18","2018-04-23 09:53:18"
"RK20180422198",297,3115,"冷卷",2,13.307,2,"2018-04-23 09:54:23","2018-04-23 09:54:23"
"RK20180422066",273,3105,"低合金卷",2,33.95,2,"2018-04-23 09:58:43","2018-04-23 09:58:43"
"RK20180422664",1161,3109,"热卷",2,25.403,2,"2018-04-23 10:00:02","2018-04-23 10:00:02"
"RK20180422074",192,3115,"冷卷",1,4.879,2,"2018-04-23 10:00:45","2018-04-23 10:00:45"
"RK20180423064",973,3115,"冷卷",5,33.649,2,"2018-04-23 10:04:12","2018-04-23 10:04:12"
"RK20180422662",1161,3109,"热卷",2,22.505,2,"2018-04-23 10:05:24","2018-04-23 10:05:24"
"RK20180422047",1400,3109,"热卷",2,40.971,2,"2018-04-23 10:07:47","2018-04-23 10:07:47"
"RK20180422073",192,379,"花纹卷",3,21.7735,2,"2018-04-23 10:10:01","2018-04-23 10:10:01"
"RK20180422151",973,3115,"冷卷",5,24.997,2,"2018-04-23 10:15:29","2018-04-23 10:15:29"
"RK20180422663",1161,3115,"冷卷",1,5.138,2,"2018-04-23 10:16:08","2018-04-23 10:16:08"
"RK20180422106",330,379,"花纹卷",1,7.4235,2,"2018-04-23 10:16:27","2018-04-23 10:16:27"
"RK20180422177",1542,379,"花纹卷",1,7.49,2,"2018-04-23 10:18:44","2018-04-23 10:18:44"
"RK20180423085",1697,3105,"低合金卷",2,41.2755,2,"2018-04-23 10:23:15","2018-04-23 10:23:15"
"RK20180423085",1697,394,"大梁卷",8,157.507,2,"2018-04-23 10:23:15","2018-04-23 10:23:15"
"RK20180423084",1590,379,"花纹卷",4,29.05,2,"2018-04-23 10:23:28","2018-04-23 10:23:28"
"RK20180422178",1542,379,"花纹卷",2,13.013,2,"2018-04-23 10:25:07","2018-04-23 10:25:07"
"RK20180423086",332,3120,"酸洗卷",1,6.328,2,"2018-04-23 10:25:11","2018-04-23 10:25:11"
"RK20180422189",297,3115,"冷卷",6,39.473,2,"2018-04-23 10:27:37","2018-04-23 10:27:37"
"RK20180423090",1890,3115,"冷卷",2,15.554,2,"2018-04-23 10:27:55","2018-04-23 10:27:55"
"RK20180422675",169,3115,"冷卷",1,5.719,2,"2018-04-23 10:29:02","2018-04-23 10:29:02"
"RK20180422075",192,379,"花纹卷",2,13.664,2,"2018-04-23 10:33:42","2018-04-23 10:33:42"
"RK20180422191",297,379,"花纹卷",1,6.8075,2,"2018-04-23 10:37:10","2018-04-23 10:37:10"
"RK20180423114",305,379,"花纹卷",2,29.477,2,"2018-04-23 10:41:49","2018-04-23 10:41:49"
"RK20180422192",297,3115,"冷卷",2,11.06,2,"2018-04-23 10:42:04","2018-04-23 10:42:04"
"RK20180423115",193,379,"花纹卷",2,14.5495,2,"2018-04-23 10:44:41","2018-04-23 10:44:41"
"RK20180423116",193,379,"花纹卷",5,36.785,2,"2018-04-23 10:45:31","2018-04-23 10:45:31"
"RK20180422681",169,3115,"冷卷",4,28.147,2,"2018-04-23 10:46:09","2018-04-23 10:46:09"
"RK20180423117",193,3109,"热卷",1,14.616,2,"2018-04-23 10:46:53","2018-04-23 10:46:53"
"RK20180423117",193,379,"花纹卷",4,29.0465,2,"2018-04-23 10:46:53","2018-04-23 10:46:53"
"RK20180423118",232,379,"花纹卷",2,16.009,2,"2018-04-23 10:47:52","2018-04-23 10:47:52"
"RK20180423119",193,379,"花纹卷",2,29.274,2,"2018-04-23 10:48:44","2018-04-23 10:48:44"
"RK20180423120",185,379,"花纹卷",1,6.461,2,"2018-04-23 10:49:33","2018-04-23 10:49:33"
"RK20180422658",1161,3109,"热卷",4,32.4485,2,"2018-04-23 10:52:09","2018-04-23 10:52:09"
"RK20180423123",2522,33326,"冷硬卷",2,32.599,2,"2018-04-23 10:52:37","2018-04-23 10:52:37"
"RK20180422304",297,3115,"冷卷",6,40.509,2,"2018-04-23 10:56:42","2018-04-23 10:56:42"
"RK20180422292",1588,3115,"冷卷",1,4.991,2,"2018-04-23 10:57:19","2018-04-23 10:57:19"
"RK20180422293",1588,3115,"冷卷",2,10.017,2,"2018-04-23 11:05:27","2018-04-23 11:05:27"
"RK20180422305",297,3115,"冷卷",1,6.545,2,"2018-04-23 11:05:55","2018-04-23 11:05:55"
"RK20180423142",2522,33326,"冷硬卷",2,32.76,2,"2018-04-23 11:06:38","2018-04-23 11:06:38"
"RK20180423143",1699,3115,"冷卷",4,30.058,2,"2018-04-23 11:06:43","2018-04-23 11:06:43"
"RK20180423147",2622,394,"大梁卷",1,20.153,2,"2018-04-23 11:09:48","2018-04-23 11:09:48"
"RK20180423149",1449,3115,"冷卷",23,95.55,2,"2018-04-23 11:12:18","2018-04-23 11:12:18"
"RK20180423175",2522,33326,"冷硬卷",2,32.669,2,"2018-04-23 11:22:08","2018-04-23 11:22:08"
"RK20180423176",268,379,"花纹卷",2,27.391,2,"2018-04-23 11:24:00","2018-04-23 11:24:00"
"RK20180423178",344,3109,"热卷",1,20.4295,2,"2018-04-23 11:24:49","2018-04-23 11:24:49"
"RK20180423180",344,3109,"热卷",4,82.096,2,"2018-04-23 11:26:06","2018-04-23 11:26:06"
"RK20180423182",344,3105,"低合金卷",1,7.574,2,"2018-04-23 11:27:06","2018-04-23 11:27:06"
"RK20180423195",702,3120,"酸洗卷",1,5.376,2,"2018-04-23 11:39:25","2018-04-23 11:39:25"
"RK20180423198",1551,3115,"冷卷",1,4.795,2,"2018-04-23 11:40:26","2018-04-23 11:40:26"
"RK20180423200",1846,3114,"冷板",1,4.011,2,"2018-04-23 11:42:49","2018-04-23 11:42:49"
"RK20180423204",250,3109,"热卷",1,20.2685,2,"2018-04-23 11:53:12","2018-04-23 11:53:12"
"RK20180423314",220,3109,"热卷",8,58.4605,2,"2018-04-23 12:11:42","2018-04-23 12:11:42"
"RK20180423316",948,3105,"低合金卷",1,22.127,2,"2018-04-23 12:18:00","2018-04-23 12:18:00"
"RK20180423319",2149,33320,"镀铝锌卷",3,12.481,2,"2018-04-23 12:24:34","2018-04-23 12:24:34"
"RK20180423321",1201,3115,"冷卷",2,15.4035,2,"2018-04-23 12:28:12","2018-04-23 12:28:12"
"RK20180423323",250,3115,"冷卷",1,5.586,2,"2018-04-23 12:29:49","2018-04-23 12:29:49"
"RK20180423324",250,3115,"冷卷",1,3.899,2,"2018-04-23 12:30:51","2018-04-23 12:30:51"
"RK20180423325",948,3109,"热卷",1,14.7,2,"2018-04-23 12:31:31","2018-04-23 12:31:31"
"RK20180423326",1866,3109,"热卷",1,11.116,2,"2018-04-23 12:33:09","2018-04-23 12:33:09"
"RK20180423330",250,3109,"热卷",1,20.447,2,"2018-04-23 12:39:20","2018-04-23 12:39:20"
"RK20180423332",1957,3115,"冷卷",3,24.416,2,"2018-04-23 12:43:44","2018-04-23 12:43:44"
"RK20180423334",1761,372,"普碳中板",3,9.3345,2,"2018-04-23 12:45:23","2018-04-23 12:45:23"
"RK20180423336",1957,3115,"冷卷",3,21.469,2,"2018-04-23 12:46:53","2018-04-23 12:46:53"
"RK20180423338",1957,3115,"冷卷",3,16.387,2,"2018-04-23 12:48:45","2018-04-23 12:48:45"
"RK20180423339",1959,3105,"低合金卷",2,11.284,2,"2018-04-23 12:50:17","2018-04-23 12:50:17"
"RK20180423346",2522,33326,"冷硬卷",2,36.029,2,"2018-04-23 13:04:50","2018-04-23 13:04:50"
"RK20180423360",404,33519,"ABS树脂",2240,39.2,2,"2018-04-23 13:28:44","2018-04-23 13:31:09"
"RK20180420495",192,3115,"冷卷",2,11.634,2,"2018-04-23 13:32:29","2018-04-23 13:32:29"
"RK20180420517",169,3115,"冷卷",8,39.515,2,"2018-04-23 13:35:02","2018-04-23 13:35:02"
"RK20180423439",364,3115,"冷卷",1,5.502,2,"2018-04-23 13:45:45","2018-04-23 13:45:45"
"RK20180423441",1761,372,"普碳中板",2,7.2534,2,"2018-04-23 13:46:38","2018-04-23 13:46:38"
"RK20180423442",268,3109,"热卷",5,100.8434,2,"2018-04-23 13:47:12","2018-04-23 13:47:12"
"RK20180423443",268,3109,"热卷",1,20.335,2,"2018-04-23 13:48:49","2018-04-23 13:48:49"
"RK20180423445",305,372,"普碳中板",2,4.431,2,"2018-04-23 13:49:44","2018-04-23 13:49:44"
"RK20180423447",194,3105,"低合金卷",7,44.7265,2,"2018-04-23 13:49:55","2018-04-23 13:49:55"
