"c2014","c2015","c2016","c2017","c2018","c2019","c2020","c2021","c2022"
"CK201804201088",364,3115,"冷卷",1,4.046,11,"2018-04-20 20:40:04","2018-04-23 10:10:36"
"CKW20180423006",193,3115,"冷卷",1,5.383,11,"2018-04-23 10:10:45","2018-04-23 10:10:45"
"CK201804191181",364,3115,"冷卷",1,6.0935,11,"2018-04-19 21:25:56","2018-04-23 10:10:56"
"CK201804201071",364,3115,"冷卷",1,4.011,11,"2018-04-20 20:28:24","2018-04-23 10:11:18"
"CK201804191182",364,3115,"冷卷",1,5.026,11,"2018-04-19 21:26:22","2018-04-23 10:11:36"
"CK201804191112",364,3115,"冷卷",1,5.04,11,"2018-04-19 20:32:35","2018-04-23 10:11:52"
"CK201804191131",364,3115,"冷卷",1,7.77,11,"2018-04-19 20:45:37","2018-04-23 10:12:29"
"CKW20180423007",410,3115,"冷卷",1,4.858,11,"2018-04-23 10:13:37","2018-04-23 10:13:37"
"CKW20180423008",1184,3115,"冷卷",3,16.793,11,"2018-04-23 10:17:44","2018-04-23 10:17:44"
"CK20180423062",967,33330,"热轧带钢",6,18.5234,11,"2018-04-23 10:17:58","2018-04-23 10:18:46"
"CK20180423065",169,394,"大梁卷",8,157.507,11,"2018-04-23 10:23:15","2018-04-23 10:23:15"
"CK20180423065",169,3105,"低合金卷",2,41.2755,11,"2018-04-23 10:23:15","2018-04-23 10:23:15"
"CK20180423064",1400,379,"花纹卷",4,29.05,11,"2018-04-23 10:23:28","2018-04-23 10:23:28"
"CK20180423066",273,3120,"酸洗卷",1,6.328,11,"2018-04-23 10:25:11","2018-04-23 10:25:11"
"CKW20180423009",903,33320,"镀铝锌卷",2,6.51,11,"2018-04-23 10:25:39","2018-04-23 10:25:39"
"CKW20180423010",332,3115,"冷卷",1,7.5845,11,"2018-04-23 10:26:45","2018-04-23 10:26:45"
"CK20180423069",194,3115,"冷卷",2,15.554,11,"2018-04-23 10:27:55","2018-04-23 10:27:55"
"CKW20180423011",959,3109,"热卷",1,19.922,11,"2018-04-23 10:30:55","2018-04-23 10:30:55"
"CK20180423063",1231,33330,"热轧带钢",9,32.3925,11,"2018-04-23 10:20:50","2018-04-23 10:35:41"
"CK20180423070",967,33330,"热轧带钢",12,34.2482,11,"2018-04-23 10:35:29","2018-04-23 10:36:18"
"CKW20180423012",760,3109,"热卷",1,20.4645,11,"2018-04-23 10:37:17","2018-04-23 10:37:17"
"CKW20180423013",2149,33320,"镀铝锌卷",4,12.481,11,"2018-04-23 10:38:15","2018-04-23 10:38:15"
"CK20180423072",192,379,"花纹卷",2,29.477,11,"2018-04-23 10:41:49","2018-04-23 10:41:49"
"CK20180423073",192,379,"花纹卷",2,14.5495,11,"2018-04-23 10:44:41","2018-04-23 10:44:41"
"CK20180423074",192,379,"花纹卷",5,36.785,11,"2018-04-23 10:45:31","2018-04-23 10:45:31"
"CK20180423076",192,3109,"热卷",1,14.616,11,"2018-04-23 10:46:53","2018-04-23 10:46:53"
"CK20180423076",192,379,"花纹卷",4,29.0465,11,"2018-04-23 10:46:53","2018-04-23 10:46:53"
"CK20180423077",1590,379,"花纹卷",2,16.009,11,"2018-04-23 10:47:52","2018-04-23 10:47:52"
"CK20180423075",1212,372,"普碳中板",8,16.7874,11,"2018-04-23 10:47:52","2018-04-23 10:48:40"
"CK20180423078",192,379,"花纹卷",2,29.274,11,"2018-04-23 10:48:44","2018-04-23 10:48:44"
"CK20180423079",1590,379,"花纹卷",1,6.461,11,"2018-04-23 10:49:33","2018-04-23 10:49:33"
"CKW20180423014",1628,3115,"冷卷",6,24.745,11,"2018-04-23 10:56:25","2018-04-23 10:56:25"
"CK20180423085",1128,372,"普碳中板",2,11.2427,11,"2018-04-23 10:57:10","2018-04-23 10:57:59"
"CKW20180423015",216,3109,"热卷",1,12.726,11,"2018-04-23 10:58:51","2018-04-23 10:58:51"
"CKW20180423016",456,3115,"冷卷",11,50.12,11,"2018-04-23 11:01:13","2018-04-23 11:01:13"
"CKW20180423017",254,379,"花纹卷",1,6.825,11,"2018-04-23 11:08:13","2018-04-23 11:08:13"
"CK20180423091",2144,394,"大梁卷",1,20.153,11,"2018-04-23 11:09:48","2018-04-23 11:09:48"
"CK20180423090",433,372,"普碳中板",1,2.3065,11,"2018-04-23 11:09:53","2018-04-23 11:10:44"
"CK20180423092",1161,3115,"冷卷",23,95.55,11,"2018-04-23 11:12:18","2018-04-23 11:12:18"
"CK20180423093",1851,376,"低合金中板",2,5.6336,11,"2018-04-23 11:16:14","2018-04-23 11:17:21"
"CK20180423095",775,33386,"普碳中厚板",2,7.6503,11,"2018-04-23 11:17:32","2018-04-23 11:18:22"
"CKW20180423019",194,3105,"低合金卷",2,39.228,11,"2018-04-23 11:18:34","2018-04-23 11:18:34"
"CKW20180423020",297,3109,"热卷",1,20.587,11,"2018-04-23 11:20:32","2018-04-23 11:20:32"
"CK20180423096",760,379,"花纹卷",2,27.391,11,"2018-04-23 11:24:00","2018-04-23 11:24:00"
"CK20180423097",216,3109,"热卷",1,20.4295,11,"2018-04-23 11:24:49","2018-04-23 11:24:49"
"CKW20180423021",269,3109,"热卷",1,15.4,11,"2018-04-23 11:25:09","2018-04-23 11:25:09"
"CK20180423100",216,3109,"热卷",3,61.5125,11,"2018-04-23 11:26:06","2018-04-23 11:26:06"
"CK20180423100",760,3109,"热卷",1,20.5835,11,"2018-04-23 11:26:06","2018-04-23 11:26:06"
"CK20180423104",216,3105,"低合金卷",1,7.574,11,"2018-04-23 11:27:06","2018-04-23 11:27:06"
"CK20180423101",2522,33326,"冷硬卷",1,16.296,11,"2018-04-23 11:26:40","2018-04-23 11:27:29"
"CK20180423106",2522,33326,"冷硬卷",1,16.303,11,"2018-04-23 11:27:44","2018-04-23 11:28:30"
"CK20180423108",189,33326,"冷硬卷",5,70.651,11,"2018-04-23 11:28:05","2018-04-23 11:28:59"
"CKW20180423022",273,3109,"热卷",1,8.1935,11,"2018-04-23 11:29:22","2018-04-23 11:29:22"
"CK20180423107",2522,33326,"冷硬卷",1,16.387,11,"2018-04-23 11:28:00","2018-04-23 11:29:45"
"CK20180423105",2522,33326,"冷硬卷",1,16.373,11,"2018-04-23 11:27:39","2018-04-23 11:29:56"
"CK20180423111",775,33386,"普碳中厚板",1,5.6049,11,"2018-04-23 11:32:41","2018-04-23 11:33:36"
"CKW20180423024",268,379,"花纹卷",2,27.391,11,"2018-04-23 11:37:16","2018-04-23 11:37:16"
"CK20180423117",1400,3120,"酸洗卷",1,5.376,11,"2018-04-23 11:39:25","2018-04-23 11:39:25"
"CK20180423123",169,3115,"冷卷",1,4.795,11,"2018-04-23 11:40:26","2018-04-23 11:40:26"
"CKW20180423025",194,3105,"低合金卷",1,15.078,11,"2018-04-23 11:41:08","2018-04-23 11:41:08"
"CK20180423125",972,3114,"冷板",1,4.011,11,"2018-04-23 11:42:49","2018-04-23 11:42:49"
"CK20180423122",1947,33490,"焊丝焊线",18,25.6263,11,"2018-04-23 11:41:51","2018-04-23 11:42:55"
"CK20180423124",189,33326,"冷硬卷",5,71.099,11,"2018-04-23 11:42:26","2018-04-23 11:43:38"
"CK20180423128",1212,372,"普碳中板",1,2.198,11,"2018-04-23 11:47:38","2018-04-23 11:48:30"
"CK20180423129",427,372,"普碳中板",1,2.9015,11,"2018-04-23 11:48:08","2018-04-23 11:48:56"
"CK20180423131",501,36,"盘螺",8,10.7331,11,"2018-04-23 11:49:36","2018-04-23 11:50:27"
"CK20180423130",2522,33326,"冷硬卷",1,16.373,11,"2018-04-23 11:49:36","2018-04-23 11:50:49"
"CK20180423132",2522,33326,"冷硬卷",1,16.296,11,"2018-04-23 11:49:54","2018-04-23 11:51:00"
"CK20180423113",189,33326,"冷硬卷",4,59.605,11,"2018-04-23 11:36:38","2018-04-23 11:52:00"
"CK20180423116",1231,33330,"热轧带钢",15,30.177,11,"2018-04-23 11:39:07","2018-04-23 11:52:07"
"CK20180423134",216,3109,"热卷",1,20.2685,11,"2018-04-23 11:53:12","2018-04-23 11:53:12"
"CK20180423084",2606,3109,"热卷",6,13.2055,11,"2018-04-23 10:55:41","2018-04-23 11:58:28"
"CKW20180423026",2467,379,"花纹卷",3,43.5085,11,"2018-04-23 11:58:50","2018-04-23 11:58:50"
"CKW20180423027",193,3109,"热卷",1,14.616,11,"2018-04-23 11:59:47","2018-04-23 11:59:47"
"CKW20180423028",1449,3115,"冷卷",1,8.666,11,"2018-04-23 12:02:23","2018-04-23 12:02:23"
"CKW20180423029",297,3109,"热卷",2,29.323,11,"2018-04-23 12:03:23","2018-04-23 12:03:23"
"CK20180423142",501,36,"盘螺",8,10.6169,11,"2018-04-23 12:03:08","2018-04-23 12:03:56"
"CK20180423135",1231,33330,"热轧带钢",5,17.8787,11,"2018-04-23 11:55:27","2018-04-23 12:05:00"
"CKW20180423030",2403,33320,"镀铝锌卷",2,9.037,11,"2018-04-23 12:08:32","2018-04-23 12:08:32"
"CK20180423147",1400,3109,"热卷",8,58.4605,11,"2018-04-23 12:11:42","2018-04-23 12:11:42"
"CK20180423145",2517,3133,"圆钢",6,39.9,11,"2018-04-23 12:12:15","2018-04-23 12:13:02"
"CK20180423133",189,33326,"冷硬卷",5,67.704,11,"2018-04-23 11:50:43","2018-04-23 12:14:32"
"CKW20180423031",1551,3115,"冷卷",2,9.548,11,"2018-04-23 12:15:03","2018-04-23 12:15:03"
"CK20180423148",1400,3105,"低合金卷",1,22.127,11,"2018-04-23 12:18:00","2018-04-23 12:18:00"
"CKW20180423032",297,3105,"低合金卷",1,23.3485,11,"2018-04-23 12:19:11","2018-04-23 12:19:11"
"CK20180423121",973,3115,"冷卷",6,36.512,11,"2018-04-23 11:41:10","2018-04-23 12:22:56"
"CK20180423149",2403,33320,"镀铝锌卷",3,12.481,11,"2018-04-23 12:24:34","2018-04-23 12:24:34"
"CKW20180423033",194,3109,"热卷",1,20.1194,11,"2018-04-23 12:25:11","2018-04-23 12:25:11"
"CK20180423152",177,3115,"冷卷",2,15.4035,11,"2018-04-23 12:28:12","2018-04-23 12:28:12"
"CK20180423151",2609,376,"低合金中板",12,45.4216,11,"2018-04-23 12:27:51","2018-04-23 12:28:41"
"CK20180423151",2609,33414,"低合金中厚板",1,3.6267,11,"2018-04-23 12:27:51","2018-04-23 12:28:41"
"CK20180423153",297,3115,"冷卷",1,5.586,11,"2018-04-23 12:29:49","2018-04-23 12:29:49"
"CK20180423155",297,3115,"冷卷",1,3.899,11,"2018-04-23 12:30:51","2018-04-23 12:30:51"
"CK20180423154",2425,323,"无缝管",82,21.3276,11,"2018-04-23 12:30:15","2018-04-23 12:31:14"
"CK20180423156",297,3109,"热卷",1,14.7,11,"2018-04-23 12:31:31","2018-04-23 12:31:31"
"CK20180423110",192,3115,"冷卷",2,16.695,11,"2018-04-23 11:30:55","2018-04-23 12:32:47"
"CK20180423157",1883,3109,"热卷",1,11.116,11,"2018-04-23 12:33:09","2018-04-23 12:33:09"
"CKW20180423034",273,3109,"热卷",1,6.405,11,"2018-04-23 12:35:12","2018-04-23 12:35:12"
"CKW20180423036",250,3115,"冷卷",1,5.586,11,"2018-04-23 12:39:04","2018-04-23 12:39:04"
"CK20180423158",760,3109,"热卷",1,20.447,11,"2018-04-23 12:39:20","2018-04-23 12:39:20"
"CKW20180423037",193,379,"花纹卷",2,29.274,11,"2018-04-23 12:39:22","2018-04-23 12:39:22"
"CK20180423159",364,3115,"冷卷",3,24.416,11,"2018-04-23 12:43:44","2018-04-23 12:43:44"
"CKW20180423038",193,379,"花纹卷",5,43.253,11,"2018-04-23 12:44:40","2018-04-23 12:44:40"
"CK20180423160",952,372,"普碳中板",3,9.3345,11,"2018-04-23 12:45:23","2018-04-23 12:45:23"
"CKW20180423039",1774,33320,"镀铝锌卷",1,6.069,11,"2018-04-23 12:45:35","2018-04-23 12:45:35"
"CK20180423161",364,3115,"冷卷",3,21.469,11,"2018-04-23 12:46:53","2018-04-23 12:46:53"
"CK20180423138",189,33326,"冷硬卷",4,59.703,11,"2018-04-23 11:59:29","2018-04-23 12:47:32"
"CK20180423144",1699,3115,"冷卷",7,57.568,11,"2018-04-23 12:11:15","2018-04-23 12:48:27"
"CK20180423163",364,3115,"冷卷",3,16.387,11,"2018-04-23 12:48:45","2018-04-23 12:48:45"
"CKW20180423040",2149,33320,"镀铝锌卷",3,12.481,11,"2018-04-23 12:49:49","2018-04-23 12:49:49"
"CK20180423164",194,3105,"低合金卷",2,11.284,11,"2018-04-23 12:50:17","2018-04-23 12:50:17"
"CK20180423143",1699,3115,"冷卷",7,54.208,11,"2018-04-23 12:08:39","2018-04-23 12:50:21"
"CKW20180423041",185,379,"花纹卷",1,6.461,11,"2018-04-23 12:50:51","2018-04-23 12:50:51"
"CK20180423167",501,36,"盘螺",8,10.7338,11,"2018-04-23 12:53:58","2018-04-23 12:54:52"
"CK20180423168",1149,3115,"冷卷",2,8.708,11,"2018-04-23 12:54:40","2018-04-23 12:57:29"
"CK20180423166",1149,3115,"冷卷",1,3.836,11,"2018-04-23 12:53:55","2018-04-23 12:57:46"
"CK20180423169",1149,3115,"冷卷",6,24.171,11,"2018-04-23 12:57:36","2018-04-23 12:58:24"
"CK20180423169",1149,3114,"冷板",2,6.636,11,"2018-04-23 12:57:36","2018-04-23 12:58:24"
"CK20180423170",320,33330,"热轧带钢",18,58.793,11,"2018-04-23 12:57:59","2018-04-23 12:58:52"
"CKW20180423044",1774,3115,"冷卷",2,16.233,11,"2018-04-23 12:59:48","2018-04-23 12:59:48"
"CKW20180423044",1774,33320,"镀铝锌卷",2,13.097,11,"2018-04-23 12:59:48","2018-04-23 12:59:48"
"CK20180423171",501,36,"盘螺",8,10.7331,11,"2018-04-23 13:00:11","2018-04-23 13:00:59"
"CK20180423162",216,3105,"低合金卷",3,22.365,11,"2018-04-23 12:48:44","2018-04-23 13:01:33"
"CKW20180423042",193,379,"花纹卷",4,29.0395,11,"2018-04-23 13:02:15","2018-04-23 13:02:15"
"CK20180423118",1571,3109,"热卷",3,40.551,11,"2018-04-23 11:39:53","2018-04-23 13:02:28"
"CKW20180423043",193,379,"花纹卷",3,22.295,11,"2018-04-23 13:04:51","2018-04-23 13:04:51"
"CKW20180423045",193,379,"花纹卷",2,29.6135,11,"2018-04-23 13:06:35","2018-04-23 13:06:35"
"CK20180423175",501,36,"盘螺",8,10.7331,11,"2018-04-23 13:07:06","2018-04-23 13:07:55"
"CK20180423165",189,33326,"冷硬卷",4,59.395,11,"2018-04-23 12:53:20","2018-04-23 13:10:36"
"CKW20180423046",471,3115,"冷卷",3,14.616,11,"2018-04-23 13:12:30","2018-04-23 13:12:30"
"CKW20180423047",1590,379,"花纹卷",1,6.58,11,"2018-04-23 13:16:29","2018-04-23 13:16:29"
"CKW20180423048",273,3120,"酸洗卷",1,3.535,11,"2018-04-23 13:17:04","2018-04-23 13:17:04"
"CKW20180423049",684,3109,"热卷",1,20.5205,11,"2018-04-23 13:18:07","2018-04-23 13:18:07"
"CKW20180423050",471,3120,"酸洗卷",1,6.776,11,"2018-04-23 13:24:18","2018-04-23 13:24:18"
"CKW20180423051",1598,33320,"镀铝锌卷",4,19.586,11,"2018-04-23 13:30:14","2018-04-23 13:30:14"
"CK20180423192",2517,3133,"圆钢",6,41.3,11,"2018-04-23 13:32:26","2018-04-23 13:33:12"
"CKW20180423052",471,3120,"酸洗卷",1,5.369,11,"2018-04-23 13:33:14","2018-04-23 13:33:14"
"CKW20180423053",1598,33320,"镀铝锌卷",4,29.54,11,"2018-04-23 13:33:19","2018-04-23 13:33:19"
"CK20180423193",1462,33439,"樟子松",11,15.0535,11,"2018-04-23 13:34:12","2018-04-23 13:35:05"
"CKW20180423054",232,379,"花纹卷",2,16.009,11,"2018-04-23 13:35:19","2018-04-23 13:35:19"
"CKW20180423055",193,3109,"热卷",1,14.588,11,"2018-04-23 13:37:13","2018-04-23 13:37:13"
"CK20180423181",967,33330,"热轧带钢",14,45.1661,11,"2018-04-23 13:17:46","2018-04-23 13:37:48"
"CKW20180423056",1091,3109,"热卷",1,13.902,11,"2018-04-23 13:38:44","2018-04-23 13:38:44"
"CKW20180423057",1091,3109,"热卷",1,15.386,11,"2018-04-23 13:39:51","2018-04-23 13:39:51"
"CK20180423199",1846,3114,"冷板",1,3.717,11,"2018-04-23 13:40:04","2018-04-23 13:40:54"
"CK20180423180",2456,3119,"镀锌卷",1,6.447,11,"2018-04-23 13:15:25","2018-04-23 13:41:41"
"CKW20180423058",662,3109,"热卷",1,12.621,11,"2018-04-23 13:44:43","2018-04-23 13:44:43"
"CK20180423205",427,3115,"冷卷",1,5.502,11,"2018-04-23 13:45:45","2018-04-23 13:45:45"
"CK20180423208",952,372,"普碳中板",2,7.2534,11,"2018-04-23 13:46:38","2018-04-23 13:46:38"
"CK20180423210",1621,3109,"热卷",5,100.8434,11,"2018-04-23 13:47:12","2018-04-23 13:47:12"
"CK20180423214",1621,3109,"热卷",1,20.335,11,"2018-04-23 13:48:49","2018-04-23 13:48:49"
"CK20180423217",2609,372,"普碳中板",2,4.431,11,"2018-04-23 13:49:44","2018-04-23 13:49:44"
"CK20180423220",2623,33330,"热轧带钢",7,44.7265,11,"2018-04-23 13:49:55","2018-04-23 13:49:55"
"CK20180423221",169,3115,"冷卷",11,48.258,11,"2018-04-23 13:50:31","2018-04-23 13:50:31"
"CK20180423215",967,33330,"热轧带钢",12,38.542,11,"2018-04-23 13:49:27","2018-04-23 13:50:33"
"CK20180423219",297,3115,"冷卷",1,3.64,11,"2018-04-23 13:51:34","2018-04-23 13:51:34"
"CK20180423229",177,3115,"冷卷",5,36.5645,11,"2018-04-23 13:52:32","2018-04-23 13:52:32"
"CK20180423227",1621,376,"低合金中板",10,35.5859,11,"2018-04-23 13:53:52","2018-04-23 13:53:52"
"CK20180423226",2675,3109,"热卷",4,80.7548,11,"2018-04-23 13:54:02","2018-04-23 13:54:02"
"CKW20180423059",345,3120,"酸洗卷",1,8.421,11,"2018-04-23 13:55:32","2018-04-23 13:55:32"
"CK20180423237",2331,3128,"螺纹钢",115,197.6282,11,"2018-04-23 13:55:51","2018-04-23 13:55:51"
"CK20180423186",1699,3115,"冷卷",1,7.28,11,"2018-04-23 13:20:24","2018-04-23 14:00:37"
"CK20180423172",1699,3115,"冷卷",8,52.003,11,"2018-04-23 13:00:19","2018-04-23 14:00:52"
"CK20180423239",959,372,"普碳中板",4,10.2025,11,"2018-04-23 14:06:42","2018-04-23 14:06:42"
"CK20180423235",1201,3115,"冷卷",1,7.9695,11,"2018-04-23 14:01:45","2018-04-23 14:07:52"
"CK20180423240",972,3115,"冷卷",1,4.025,11,"2018-04-23 14:09:24","2018-04-23 14:09:24"
"CK20180423244",2331,3128,"螺纹钢",42,82.1863,11,"2018-04-23 14:11:29","2018-04-23 14:11:29"
"CK20180423245",1691,3109,"热卷",4,81.4345,11,"2018-04-23 14:14:02","2018-04-23 14:14:02"
"CK20180423246",297,3115,"冷卷",1,3.962,11,"2018-04-23 14:16:06","2018-04-23 14:16:06"
"CK20180423253",297,3115,"冷卷",1,5.6,11,"2018-04-23 14:16:37","2018-04-23 14:16:37"
"CK20180423249",297,3109,"热卷",1,20.482,11,"2018-04-23 14:17:06","2018-04-23 14:17:06"
"CK20180423255",297,3109,"热卷",1,20.09,11,"2018-04-23 14:17:17","2018-04-23 14:17:17"
"CK20180423257",2153,3114,"冷板",1,3.927,11,"2018-04-23 14:17:48","2018-04-23 14:17:48"
"CK20180423236",320,33330,"热轧带钢",22,61.9815,11,"2018-04-23 14:02:29","2018-04-23 14:17:56"
"CK20180423256",297,3109,"热卷",2,40.8555,11,"2018-04-23 14:18:05","2018-04-23 14:18:05"
"CK20180423254",2229,3138,"硬线",22,30.912,11,"2018-04-23 14:16:18","2018-04-23 14:18:12"
"CKW20180423060",268,3109,"热卷",2,40.6,11,"2018-04-23 14:19:46","2018-04-23 14:19:46"
"CK20180423260",1621,372,"普碳中板",2,5.7183,11,"2018-04-23 14:20:15","2018-04-23 14:20:15"
"CK20180423263",2153,3114,"冷板",2,7.644,11,"2018-04-23 14:21:48","2018-04-23 14:21:48"
"CK20180423267",1621,3109,"热卷",1,20.265,11,"2018-04-23 14:22:50","2018-04-23 14:22:50"
"CK20180423231",627,33490,"焊丝焊线",11,16.0734,11,"2018-04-23 13:59:08","2018-04-23 14:23:58"
"CK20180423269",269,3115,"冷卷",8,49.763,11,"2018-04-23 14:25:22","2018-04-23 14:25:22"
"CKW20180423061",268,3109,"热卷",1,20.265,11,"2018-04-23 14:26:24","2018-04-23 14:26:24"
"CK20180423271",1699,3115,"冷卷",8,51.842,11,"2018-04-23 14:27:40","2018-04-23 14:28:36"
"CK20180423272",1761,372,"普碳中板",5,12.9906,11,"2018-04-23 14:28:02","2018-04-23 14:28:56"
"CKW20180423062",1901,3115,"冷卷",1,4.025,11,"2018-04-23 14:32:32","2018-04-23 14:32:32"
"CK20180423275",1400,33413,"焊瓶钢卷",3,34.692,11,"2018-04-23 14:32:36","2018-04-23 14:32:36"
"CK20180423277",1400,3109,"热卷",1,20.5345,11,"2018-04-23 14:33:58","2018-04-23 14:33:58"
"CK20180423280",1400,3114,"冷板",3,10.913,11,"2018-04-23 14:34:57","2018-04-23 14:34:57"
"CK20180423282",169,3115,"冷卷",5,24.521,11,"2018-04-23 14:36:39","2018-04-23 14:36:39"
"CK20180423287",169,3115,"冷卷",3,12.936,11,"2018-04-23 14:38:12","2018-04-23 14:38:12"
"CK20180423290",297,3114,"冷板",1,3.444,11,"2018-04-23 14:39:08","2018-04-23 14:39:08"
"CK20180423268",189,33326,"冷硬卷",2,30.1,11,"2018-04-23 14:23:41","2018-04-23 14:40:05"
"CK20180423194",189,33326,"冷硬卷",2,29.764,11,"2018-04-23 13:38:26","2018-04-23 14:40:17"
"CK20180423292",242,372,"普碳中板",3,5.915,11,"2018-04-23 14:39:56","2018-04-23 14:40:48"
"CK20180423293",775,372,"普碳中板",3,11.3694,11,"2018-04-23 14:40:33","2018-04-23 14:41:23"
"CK20180423312",169,3115,"冷卷",78,576.275,11,"2018-04-23 14:41:27","2018-04-23 14:41:27"
"CK20180423306",194,3115,"冷卷",1,5.845,11,"2018-04-23 14:50:10","2018-04-23 14:50:10"
"CK20180423306",273,3115,"冷卷",1,8.001,11,"2018-04-23 14:50:10","2018-04-23 14:50:10"
"CK20180423307",177,3115,"冷卷",1,6.6255,11,"2018-04-23 14:50:41","2018-04-23 14:50:41"
"CK20180423308",1551,3115,"冷卷",1,3.941,11,"2018-04-23 14:52:30","2018-04-23 14:52:30"
"CK20180423311",177,3115,"冷卷",7,57.3825,11,"2018-04-23 14:52:57","2018-04-23 14:52:57"
"CK20180423276",1699,3115,"冷卷",8,54.796,11,"2018-04-23 14:33:28","2018-04-23 14:53:34"
"CK20180423298",471,3120,"酸洗卷",1,4.725,11,"2018-04-23 14:42:46","2018-04-23 14:55:32"
"CKW20180423063",292,3109,"热卷",1,14.49,11,"2018-04-23 14:55:50","2018-04-23 14:55:50"
"CK20180423313",2122,310,"等边角钢",6,11.4681,11,"2018-04-23 14:56:21","2018-04-23 14:57:23"
"CKW20180423064",1850,3115,"冷卷",2,13.846,11,"2018-04-23 14:58:15","2018-04-23 14:58:15"
"CK20180423304",967,33330,"热轧带钢",12,38.598,11,"2018-04-23 14:48:04","2018-04-23 14:58:38"
"CK20180423305",320,33330,"热轧带钢",22,62.587,11,"2018-04-23 14:49:16","2018-04-23 14:58:56"
